"Station","BCI","Species","TimePeriod","Area","time.since.fire","time.since.fire.noneg"
"B14",3,"Deer - Doe","Pre","Outside",-60,0
"B14",4,"Deer - Doe","Pre","Outside",-58,0
"B14",4,"Deer - Doe","Pre","Outside",-58,0
"B14",4,"Deer - Buck","Pre","Outside",-57,0
"B14",3,"Deer - Doe","Pre","Outside",-57,0
"D14",3,"Deer - Doe","Pre","Outside",-57,0
"A13",4,"Deer - Buck","Pre","Outside",-56,0
"B14",3,"Deer - Doe","Pre","Outside",-56,0
"E13",4,"Deer - Buck","Pre","Outside",-56,0
"B14",4,"Deer - Buck","Pre","Outside",-55,0
"B14",4,"Deer - Doe","Pre","Outside",-55,0
"B14",4,"Deer - Doe","Pre","Outside",-55,0
"D12",2,"Deer - Doe","Pre","Outside",-55,0
"B14",3,"Deer - Doe","Pre","Outside",-54,0
"D12",3,"Deer - Doe","Pre","Outside",-54,0
"D14",2,"Deer - Doe","Pre","Outside",-54,0
"D12",4,"Deer - Doe","Pre","Outside",-53,0
"B14",3,"Deer - Doe","Pre","Outside",-51,0
"D12",3,"Deer - Doe","Pre","Outside",-51,0
"D14",3,"Deer - Doe","Pre","Outside",-51,0
"B14",2,"Deer - Doe","Pre","Outside",-50,0
"D12",2,"Deer - Doe","Pre","Outside",-50,0
"E13",4,"Deer - Doe","Pre","Outside",-50,0
"B14",3,"Deer - Doe","Pre","Outside",-49,0
"B14",3,"Deer - Doe","Pre","Outside",-48,0
"B14",3,"Deer - Doe","Pre","Outside",-48,0
"B14",4,"Deer - Doe","Pre","Outside",-48,0
"B14",4,"Deer - Doe","Pre","Outside",-48,0
"E15",3,"Deer - Buck","Pre","Outside",-48,0
"E15",4,"Deer - Buck","Pre","Outside",-48,0
"F10",3,"Deer - Buck","Pre","Outside",-48,0
"F10",4,"Deer - Buck","Pre","Outside",-48,0
"F10",4,"Deer - Doe","Pre","Outside",-48,0
"B14",4,"Deer - Doe","Pre","Outside",-47,0
"B14",4,"Deer - Doe","Pre","Outside",-47,0
"D12",4,"Deer - Doe","Pre","Outside",-47,0
"D14",2,"Deer - Doe","Pre","Outside",-47,0
"B14",3,"Deer - Doe","Pre","Outside",-46,0
"B14",3,"Deer - Doe","Pre","Outside",-46,0
"B14",4,"Deer - Doe","Pre","Outside",-46,0
"B14",4,"Deer - Doe","Pre","Outside",-46,0
"D14",4,"Deer - Doe","Pre","Outside",-46,0
"D14",4,"Deer - Doe","Pre","Outside",-46,0
"B14",3,"Deer - Buck","Pre","Outside",-45,0
"B14",3,"Deer - Doe","Pre","Outside",-45,0
"B14",4,"Deer - Doe","Pre","Outside",-45,0
"B14",4,"Deer - Doe","Pre","Outside",-45,0
"B14",4,"Deer - Doe","Pre","Outside",-45,0
"C15",4,"Deer - Doe","Pre","Outside",-45,0
"D12",4,"Deer - Doe","Pre","Outside",-45,0
"B14",4,"Deer - Doe","Pre","Outside",-44,0
"B14",4,"Deer - Doe","Pre","Outside",-44,0
"B14",4,"Deer - Doe","Pre","Outside",-44,0
"D12",4,"Deer - Doe","Pre","Outside",-44,0
"B14",4,"Deer - Doe","Pre","Outside",-43,0
"B14",4,"Deer - Doe","Pre","Outside",-43,0
"C15",4,"Deer - Buck","Pre","Outside",-43,0
"D12",4,"Deer - Doe","Pre","Outside",-43,0
"B14",3,"Deer - Doe","Pre","Outside",-42,0
"B14",3,"Deer - Doe","Pre","Outside",-42,0
"B14",4,"Deer - Doe","Pre","Outside",-42,0
"C15",4,"Deer - Doe","Pre","Outside",-42,0
"D12",4,"Deer - Doe","Pre","Outside",-42,0
"B12",4,"Deer - Buck","Pre","Outside",-41,0
"B14",3,"Deer - Doe","Pre","Outside",-41,0
"B14",3,"Deer - Buck","Pre","Outside",-40,0
"B14",4,"Deer - Buck","Pre","Outside",-40,0
"B14",4,"Deer - Buck","Pre","Outside",-40,0
"B14",2,"Deer - Doe","Pre","Outside",-40,0
"B14",3,"Deer - Buck","Pre","Outside",-39,0
"B14",3,"Deer - Buck","Pre","Outside",-39,0
"B14",3,"Deer - Buck","Pre","Outside",-39,0
"B14",4,"Deer - Buck","Pre","Outside",-39,0
"B14",4,"Deer - Buck","Pre","Outside",-39,0
"B14",4,"Deer - Buck","Pre","Outside",-39,0
"B14",2,"Deer - Doe","Pre","Outside",-39,0
"B14",3,"Deer - Doe","Pre","Outside",-39,0
"E15",3,"Deer - Doe","Pre","Outside",-39,0
"B14",4,"Deer - Buck","Pre","Outside",-38,0
"B14",4,"Deer - Doe","Pre","Outside",-38,0
"B14",4,"Deer - Doe","Pre","Outside",-38,0
"B14",3,"Deer - Doe","Pre","Outside",-37,0
"B14",3,"Deer - Doe","Pre","Outside",-37,0
"D12",4,"Deer - Doe","Pre","Outside",-37,0
"D16",3,"Deer - Buck","Pre","Outside",-37,0
"E15",4,"Deer - Doe","Pre","Outside",-37,0
"B14",3,"Deer - Doe","Pre","Outside",-36,0
"B14",3,"Deer - Doe","Pre","Outside",-36,0
"B14",3,"Deer - Doe","Pre","Outside",-36,0
"B14",4,"Deer - Doe","Pre","Outside",-36,0
"B14",4,"Deer - Doe","Pre","Outside",-36,0
"B14",4,"Deer - Doe","Pre","Outside",-36,0
"B14",4,"Deer - Doe","Pre","Outside",-36,0
"B14",2,"Deer - Doe","Pre","Outside",-35,0
"B14",4,"Deer - Doe","Pre","Outside",-35,0
"B14",4,"Deer - Doe","Pre","Outside",-35,0
"B14",4,"Deer - Doe","Pre","Outside",-35,0
"B14",4,"Deer - Doe","Pre","Outside",-35,0
"C17",3,"Deer - Doe","Pre","Outside",-35,0
"B14",3,"Deer - Buck","Pre","Outside",-34,0
"B14",3,"Deer - Doe","Pre","Outside",-34,0
"B14",4,"Deer - Doe","Pre","Outside",-34,0
"B14",4,"Deer - Doe","Pre","Outside",-34,0
"E13",5,"Deer - Buck","Pre","Outside",-34,0
"B14",4,"Deer - Buck","Pre","Outside",-33,0
"B14",2,"Deer - Doe","Pre","Outside",-33,0
"B14",3,"Deer - Doe","Pre","Outside",-33,0
"B14",4,"Deer - Doe","Pre","Outside",-33,0
"B14",4,"Deer - Doe","Pre","Outside",-33,0
"B14",4,"Deer - Doe","Pre","Outside",-33,0
"B14",3,"Deer - Buck","Pre","Outside",-32,0
"B14",2,"Deer - Doe","Pre","Outside",-32,0
"B14",3,"Deer - Doe","Pre","Outside",-32,0
"B14",3,"Deer - Doe","Pre","Outside",-32,0
"B14",4,"Deer - Doe","Pre","Outside",-32,0
"B14",4,"Deer - Doe","Pre","Outside",-32,0
"B14",4,"Deer - Doe","Pre","Outside",-32,0
"D14",3,"Deer - Doe","Pre","Outside",-32,0
"D14",4,"Deer - Doe","Pre","Outside",-32,0
"F10",3,"Deer - Doe","Pre","Outside",-32,0
"B14",2,"Deer - Doe","Pre","Outside",-31,0
"B14",3,"Deer - Doe","Pre","Outside",-31,0
"B14",3,"Deer - Doe","Pre","Outside",-31,0
"B14",3,"Deer - Doe","Pre","Outside",-31,0
"B14",3,"Deer - Doe","Pre","Outside",-31,0
"B14",4,"Deer - Doe","Pre","Outside",-31,0
"B14",3,"Deer - Buck","Pre","Outside",-30,0
"B14",3,"Deer - Buck","Pre","Outside",-30,0
"B14",3,"Deer - Buck","Pre","Outside",-30,0
"B14",3,"Deer - Buck","Pre","Outside",-30,0
"B14",4,"Deer - Buck","Pre","Outside",-30,0
"B14",4,"Deer - Buck","Pre","Outside",-30,0
"B14",4,"Deer - Buck","Pre","Outside",-30,0
"B14",5,"Deer - Buck","Pre","Outside",-30,0
"B14",2,"Deer - Doe","Pre","Outside",-30,0
"B14",3,"Deer - Doe","Pre","Outside",-30,0
"B14",4,"Deer - Doe","Pre","Outside",-30,0
"D16",4,"Deer - Buck","Pre","Outside",-30,0
"D16",4,"Deer - Doe","Pre","Outside",-30,0
"B14",3,"Deer - Buck","Pre","Outside",-29,0
"B14",3,"Deer - Buck","Pre","Outside",-29,0
"B14",3,"Deer - Buck","Pre","Outside",-29,0
"B14",4,"Deer - Buck","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",3,"Deer - Doe","Pre","Outside",-29,0
"B14",4,"Deer - Doe","Pre","Outside",-29,0
"B14",4,"Deer - Doe","Pre","Outside",-29,0
"D12",4,"Deer - Doe","Pre","Outside",-29,0
"B14",2,"Deer - Buck","Pre","Outside",-28,0
"B14",3,"Deer - Buck","Pre","Outside",-28,0
"B14",3,"Deer - Buck","Pre","Outside",-28,0
"B14",3,"Deer - Buck","Pre","Outside",-28,0
"B14",4,"Deer - Buck","Pre","Outside",-28,0
"B14",3,"Deer - Doe","Pre","Outside",-28,0
"B14",3,"Deer - Doe","Pre","Outside",-28,0
"B14",3,"Deer - Doe","Pre","Outside",-28,0
"B14",3,"Deer - Doe","Pre","Outside",-28,0
"B14",4,"Deer - Doe","Pre","Outside",-28,0
"B14",4,"Deer - Doe","Pre","Outside",-28,0
"B14",3,"Deer - Buck","Pre","Outside",-27,0
"B14",3,"Deer - Buck","Pre","Outside",-27,0
"B14",3,"Deer - Buck","Pre","Outside",-27,0
"B14",3,"Deer - Doe","Pre","Outside",-27,0
"B14",3,"Deer - Doe","Pre","Outside",-27,0
"B14",3,"Deer - Doe","Pre","Outside",-27,0
"B14",3,"Deer - Doe","Pre","Outside",-27,0
"D12",4,"Deer - Doe","Pre","Outside",-27,0
"F10",3,"Deer - Doe","Pre","Outside",-27,0
"B14",3,"Deer - Buck","Pre","Outside",-26,0
"B14",3,"Deer - Buck","Pre","Outside",-26,0
"B14",2,"Deer - Doe","Pre","Outside",-26,0
"B14",2,"Deer - Doe","Pre","Outside",-26,0
"B14",3,"Deer - Doe","Pre","Outside",-26,0
"B14",3,"Deer - Doe","Pre","Outside",-26,0
"B14",3,"Deer - Doe","Pre","Outside",-26,0
"B14",3,"Deer - Doe","Pre","Outside",-26,0
"B14",4,"Deer - Doe","Pre","Outside",-26,0
"B14",4,"Deer - Doe","Pre","Outside",-26,0
"B14",3,"Deer - Buck","Pre","Outside",-25,0
"B14",4,"Deer - Buck","Pre","Outside",-25,0
"B14",3,"Deer - Doe","Pre","Outside",-25,0
"B14",3,"Deer - Doe","Pre","Outside",-25,0
"B14",3,"Deer - Doe","Pre","Outside",-25,0
"B14",4,"Deer - Doe","Pre","Outside",-25,0
"B14",4,"Deer - Doe","Pre","Outside",-25,0
"B14",4,"Deer - Doe","Pre","Outside",-25,0
"B14",4,"Deer - Doe","Pre","Outside",-25,0
"B14",4,"Deer - Doe","Pre","Outside",-25,0
"B14",3,"Deer - Buck","Pre","Outside",-24,0
"B14",3,"Deer - Buck","Pre","Outside",-24,0
"B14",2,"Deer - Doe","Pre","Outside",-24,0
"B14",3,"Deer - Doe","Pre","Outside",-24,0
"B14",4,"Deer - Doe","Pre","Outside",-24,0
"B14",4,"Deer - Doe","Pre","Outside",-24,0
"B14",4,"Deer - Doe","Pre","Outside",-24,0
"B14",4,"Deer - Doe","Pre","Outside",-24,0
"B14",4,"Deer - Doe","Pre","Outside",-24,0
"B14",1,"Deer - Doe","Pre","Outside",-23,0
"B14",2,"Deer - Doe","Pre","Outside",-23,0
"B14",2,"Deer - Doe","Pre","Outside",-23,0
"B14",2,"Deer - Doe","Pre","Outside",-23,0
"B14",2,"Deer - Doe","Pre","Outside",-23,0
"B14",2,"Deer - Doe","Pre","Outside",-23,0
"B14",3,"Deer - Doe","Pre","Outside",-23,0
"B14",3,"Deer - Doe","Pre","Outside",-23,0
"B14",3,"Deer - Doe","Pre","Outside",-23,0
"B14",3,"Deer - Doe","Pre","Outside",-23,0
"B14",3,"Deer - Doe","Pre","Outside",-23,0
"B14",4,"Deer - Doe","Pre","Outside",-23,0
"B14",4,"Deer - Doe","Pre","Outside",-23,0
"B14",4,"Deer - Doe","Pre","Outside",-23,0
"D14",4,"Deer - Doe","Pre","Outside",-23,0
"E15",3,"Deer - Doe","Pre","Outside",-23,0
"F10",4,"Deer - Doe","Pre","Outside",-23,0
"A13",4,"Deer - Doe","Pre","Outside",-22,0
"B14",4,"Deer - Buck","Pre","Outside",-22,0
"B14",5,"Deer - Buck","Pre","Outside",-22,0
"B14",2,"Deer - Doe","Pre","Outside",-22,0
"B14",3,"Deer - Doe","Pre","Outside",-22,0
"B14",3,"Deer - Doe","Pre","Outside",-22,0
"B14",3,"Deer - Doe","Pre","Outside",-22,0
"B14",3,"Deer - Doe","Pre","Outside",-22,0
"B14",3,"Deer - Doe","Pre","Outside",-22,0
"B14",4,"Deer - Doe","Pre","Outside",-22,0
"B14",4,"Deer - Doe","Pre","Outside",-22,0
"B14",4,"Deer - Doe","Pre","Outside",-22,0
"D14",3,"Deer - Doe","Pre","Outside",-22,0
"B14",2,"Deer - Buck","Pre","Outside",-21,0
"B14",3,"Deer - Buck","Pre","Outside",-21,0
"B14",3,"Deer - Buck","Pre","Outside",-21,0
"B14",3,"Deer - Buck","Pre","Outside",-21,0
"B14",4,"Deer - Buck","Pre","Outside",-21,0
"B14",2,"Deer - Doe","Pre","Outside",-21,0
"B14",2,"Deer - Doe","Pre","Outside",-21,0
"B14",3,"Deer - Doe","Pre","Outside",-21,0
"B14",3,"Deer - Doe","Pre","Outside",-21,0
"B14",3,"Deer - Doe","Pre","Outside",-21,0
"B14",3,"Deer - Doe","Pre","Outside",-21,0
"B14",3,"Deer - Doe","Pre","Outside",-21,0
"B14",4,"Deer - Doe","Pre","Outside",-21,0
"A13",4,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Buck","Pre","Outside",-20,0
"B14",3,"Deer - Buck","Pre","Outside",-20,0
"B14",3,"Deer - Buck","Pre","Outside",-20,0
"B14",3,"Deer - Buck","Pre","Outside",-20,0
"B14",4,"Deer - Buck","Pre","Outside",-20,0
"B14",4,"Deer - Buck","Pre","Outside",-20,0
"B14",4,"Deer - Buck","Pre","Outside",-20,0
"B14",5,"Deer - Buck","Pre","Outside",-20,0
"B14",2,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Doe","Pre","Outside",-20,0
"B14",4,"Deer - Doe","Pre","Outside",-20,0
"B14",4,"Deer - Doe","Pre","Outside",-20,0
"B14",4,"Deer - Doe","Pre","Outside",-20,0
"B14",4,"Deer - Doe","Pre","Outside",-20,0
"B14",4,"Deer - Doe","Pre","Outside",-20,0
"D14",3,"Deer - Doe","Pre","Outside",-20,0
"D16",5,"Deer - Buck","Pre","Outside",-20,0
"E13",4,"Deer - Doe","Pre","Outside",-20,0
"B14",3,"Deer - Buck","Pre","Outside",-19,0
"B14",4,"Deer - Buck","Pre","Outside",-19,0
"B14",5,"Deer - Buck","Pre","Outside",-19,0
"B14",1,"Deer - Doe","Pre","Outside",-19,0
"B14",1,"Deer - Doe","Pre","Outside",-19,0
"B14",2,"Deer - Doe","Pre","Outside",-19,0
"B14",3,"Deer - Doe","Pre","Outside",-19,0
"B14",3,"Deer - Doe","Pre","Outside",-19,0
"B14",3,"Deer - Doe","Pre","Outside",-19,0
"B14",4,"Deer - Doe","Pre","Outside",-19,0
"B14",4,"Deer - Doe","Pre","Outside",-19,0
"B14",4,"Deer - Doe","Pre","Outside",-19,0
"B14",4,"Deer - Doe","Pre","Outside",-19,0
"B14",4,"Deer - Doe","Pre","Outside",-19,0
"B14",4,"Deer - Buck","Pre","Outside",-18,0
"B14",5,"Deer - Buck","Pre","Outside",-18,0
"B14",1,"Deer - Doe","Pre","Outside",-18,0
"B14",1,"Deer - Doe","Pre","Outside",-18,0
"B14",3,"Deer - Doe","Pre","Outside",-18,0
"B14",3,"Deer - Doe","Pre","Outside",-18,0
"B14",3,"Deer - Doe","Pre","Outside",-18,0
"B14",4,"Deer - Doe","Pre","Outside",-18,0
"B14",4,"Deer - Doe","Pre","Outside",-18,0
"B14",4,"Deer - Doe","Pre","Outside",-18,0
"B14",4,"Deer - Doe","Pre","Outside",-18,0
"D12",4,"Deer - Doe","Pre","Outside",-18,0
"D14",3,"Deer - Doe","Pre","Outside",-18,0
"B14",3,"Deer - Buck","Pre","Outside",-17,0
"B14",4,"Deer - Buck","Pre","Outside",-17,0
"B14",4,"Deer - Buck","Pre","Outside",-17,0
"B14",4,"Deer - Buck","Pre","Outside",-17,0
"B14",1,"Deer - Doe","Pre","Outside",-17,0
"B14",2,"Deer - Doe","Pre","Outside",-17,0
"B14",4,"Deer - Doe","Pre","Outside",-17,0
"B14",4,"Deer - Doe","Pre","Outside",-17,0
"D14",2,"Deer - Doe","Pre","Outside",-17,0
"D14",3,"Deer - Doe","Pre","Outside",-17,0
"B14",3,"Deer - Buck","Pre","Outside",-16,0
"B14",4,"Deer - Buck","Pre","Outside",-16,0
"B14",4,"Deer - Buck","Pre","Outside",-16,0
"B14",4,"Deer - Buck","Pre","Outside",-16,0
"B14",4,"Deer - Buck","Pre","Outside",-16,0
"B14",2,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Doe","Pre","Outside",-16,0
"B14",4,"Deer - Doe","Pre","Outside",-16,0
"B14",4,"Deer - Doe","Pre","Outside",-16,0
"B14",4,"Deer - Doe","Pre","Outside",-16,0
"B14",4,"Deer - Doe","Pre","Outside",-16,0
"B14",3,"Deer - Buck","Pre","Outside",-15,0
"B14",4,"Deer - Buck","Pre","Outside",-15,0
"B14",2,"Deer - Doe","Pre","Outside",-15,0
"B14",3,"Deer - Doe","Pre","Outside",-15,0
"B14",3,"Deer - Doe","Pre","Outside",-15,0
"B14",3,"Deer - Doe","Pre","Outside",-15,0
"B14",3,"Deer - Doe","Pre","Outside",-15,0
"B14",4,"Deer - Doe","Pre","Outside",-15,0
"B14",4,"Deer - Doe","Pre","Outside",-15,0
"B14",4,"Deer - Doe","Pre","Outside",-15,0
"B14",4,"Deer - Doe","Pre","Outside",-15,0
"B14",3,"Deer - Buck","Pre","Outside",-14,0
"B14",3,"Deer - Buck","Pre","Outside",-14,0
"B14",4,"Deer - Buck","Pre","Outside",-14,0
"B14",4,"Deer - Buck","Pre","Outside",-14,0
"B14",3,"Deer - Doe","Pre","Outside",-14,0
"B14",3,"Deer - Doe","Pre","Outside",-14,0
"B14",3,"Deer - Doe","Pre","Outside",-14,0
"B14",3,"Deer - Doe","Pre","Outside",-14,0
"B14",3,"Deer - Doe","Pre","Outside",-14,0
"B14",3,"Deer - Doe","Pre","Outside",-14,0
"B14",4,"Deer - Doe","Pre","Outside",-14,0
"B14",4,"Deer - Doe","Pre","Outside",-14,0
"B14",4,"Deer - Doe","Pre","Outside",-14,0
"B14",4,"Deer - Doe","Pre","Outside",-14,0
"E15",3,"Deer - Doe","Pre","Outside",-14,0
"B14",2,"Deer - Buck","Pre","Outside",-13,0
"B14",4,"Deer - Buck","Pre","Outside",-13,0
"B14",2,"Deer - Doe","Pre","Outside",-13,0
"B14",2,"Deer - Doe","Pre","Outside",-13,0
"B14",3,"Deer - Doe","Pre","Outside",-13,0
"B14",3,"Deer - Doe","Pre","Outside",-13,0
"B14",4,"Deer - Doe","Pre","Outside",-13,0
"B14",4,"Deer - Doe","Pre","Outside",-13,0
"B14",4,"Deer - Doe","Pre","Outside",-13,0
"B14",4,"Deer - Doe","Pre","Outside",-13,0
"B14",4,"Deer - Doe","Pre","Outside",-13,0
"B14",4,"Deer - Doe","Pre","Outside",-13,0
"C17",3,"Deer - Doe","Pre","Outside",-13,0
"B14",3,"Deer - Buck","Pre","Outside",-12,0
"B14",4,"Deer - Buck","Pre","Outside",-12,0
"B14",4,"Deer - Buck","Pre","Outside",-12,0
"B14",4,"Deer - Buck","Pre","Outside",-12,0
"B14",2,"Deer - Doe","Pre","Outside",-12,0
"B14",3,"Deer - Doe","Pre","Outside",-12,0
"B14",3,"Deer - Doe","Pre","Outside",-12,0
"B14",3,"Deer - Doe","Pre","Outside",-12,0
"B14",3,"Deer - Doe","Pre","Outside",-12,0
"B14",4,"Deer - Doe","Pre","Outside",-12,0
"D14",4,"Deer - Doe","Pre","Outside",-12,0
"E15",3,"Deer - Doe","Pre","Outside",-12,0
"B14",2,"Deer - Buck","Pre","Outside",-11,0
"B14",3,"Deer - Buck","Pre","Outside",-11,0
"B14",4,"Deer - Buck","Pre","Outside",-11,0
"B14",2,"Deer - Doe","Pre","Outside",-11,0
"B14",3,"Deer - Doe","Pre","Outside",-11,0
"B14",3,"Deer - Doe","Pre","Outside",-11,0
"B14",3,"Deer - Doe","Pre","Outside",-11,0
"B14",3,"Deer - Doe","Pre","Outside",-11,0
"B14",3,"Deer - Doe","Pre","Outside",-11,0
"B14",4,"Deer - Doe","Pre","Outside",-11,0
