"","X","CollarSerialNumber","AnimalID","Year","Julianday","Hour","Minute","Activity","Temperature","Latitude","Longitude","HDOP","NumSats","FixTime","X2D.3D","Date","Capture_Pasture","Time","TimeStamp","index"
"3053",3053,35755,"P4",18,234,2,0,2,14,39.03456,-123.10366,1.8,5,40,3,"8/22/18","James I","2018-08-22 2:0:0",2018-08-22 02:00:00,FALSE
"3054",3054,35755,"P4",18,234,0,0,10,17,39.03461,-123.10373,1.7,5,32,3,"8/22/18","James I","2018-08-22 0:0:0",2018-08-22 00:00:00,FALSE
"3055",3055,35755,"P4",18,233,20,0,14,19,39.03763,-123.10488,2,6,40,3,"8/21/18","James I","2018-08-21 20:0:0",2018-08-21 20:00:00,FALSE
"3056",3056,35755,"P4",18,233,18,0,5,22,39.0382,-123.10393,1.5,7,38,3,"8/21/18","James I","2018-08-21 18:0:0",2018-08-21 18:00:00,FALSE
"3057",3057,35755,"P4",18,233,16,0,0,25,39.039,-123.10401,2.1,4,54,3,"8/21/18","James I","2018-08-21 16:0:0",2018-08-21 16:00:00,FALSE
"3058",3058,35755,"P4",18,233,14,0,0,26,39.03827,-123.10385,1.4,7,35,3,"8/21/18","James I","2018-08-21 14:0:0",2018-08-21 14:00:00,FALSE
"3059",3059,35755,"P4",18,233,10,0,17,14,39.04023,-123.10452,3.3,3,54,2,"8/21/18","James I","2018-08-21 10:0:0",2018-08-21 10:00:00,FALSE
"3060",3060,35755,"P4",18,233,8,0,6,13,39.03789,-123.10411,2.8,3,41,2,"8/21/18","James I","2018-08-21 8:0:0",2018-08-21 08:00:00,FALSE
"3061",3061,35755,"P4",18,233,6,0,6,14,39.03596,-123.10316,1.3,7,38,3,"8/21/18","James I","2018-08-21 6:0:0",2018-08-21 06:00:00,FALSE
"3062",3062,35755,"P4",18,233,4,0,11,12,39.03409,-123.10341,3.7,3,58,2,"8/21/18","James I","2018-08-21 4:0:0",2018-08-21 04:00:00,FALSE
"3063",3063,35755,"P4",18,233,2,0,2,14,39.03461,-123.10368,1.2,6,40,3,"8/21/18","James I","2018-08-21 2:0:0",2018-08-21 02:00:00,FALSE
"3064",3064,35755,"P4",18,233,0,0,4,16,39.03457,-123.10373,3,6,40,3,"8/21/18","James I","2018-08-21 0:0:0",2018-08-21 00:00:00,FALSE
"3065",3065,35755,"P4",18,232,22,0,2,19,39.0347,-123.10374,1.1,8,40,3,"8/20/18","James I","2018-08-20 22:0:0",2018-08-20 22:00:00,FALSE
"3066",3066,35755,"P4",18,232,20,0,9,21,39.03449,-123.1037,1.9,4,42,3,"8/20/18","James I","2018-08-20 20:0:0",2018-08-20 20:00:00,FALSE
"3067",3067,35755,"P4",18,232,18,0,5,27,39.03416,-123.10285,1.9,5,31,3,"8/20/18","James I","2018-08-20 18:0:0",2018-08-20 18:00:00,FALSE
"3068",3068,35755,"P4",18,232,14,0,17,29,39.03407,-123.10272,1.7,6,41,3,"8/20/18","James I","2018-08-20 14:0:0",2018-08-20 14:00:00,FALSE
"3069",3069,35755,"P4",18,232,12,0,18,25,39.03553,-123.10435,3,3,40,2,"8/20/18","James I","2018-08-20 12:0:0",2018-08-20 12:00:00,FALSE
"3070",3070,35755,"P4",18,232,10,0,10,21,39.03853,-123.10552,3.4,3,55,2,"8/20/18","James I","2018-08-20 10:0:0",2018-08-20 10:00:00,FALSE
"3071",3071,35755,"P4",18,232,8,0,2,17,39.03827,-123.10389,1.5,5,33,3,"8/20/18","James I","2018-08-20 8:0:0",2018-08-20 08:00:00,FALSE
"3072",3072,35755,"P4",18,232,4,0,10,19,39.03834,-123.10377,4,4,40,3,"8/20/18","James I","2018-08-20 4:0:0",2018-08-20 04:00:00,FALSE
"3073",3073,35755,"P4",18,232,2,0,6,18,39.0381,-123.10297,3.4,3,41,2,"8/20/18","James I","2018-08-20 2:0:0",2018-08-20 02:00:00,FALSE
"3074",3074,35755,"P4",18,232,0,0,4,20,39.03686,-123.10431,1.4,7,43,3,"8/20/18","James I","2018-08-20 0:0:0",2018-08-20 00:00:00,FALSE
"3075",3075,35755,"P4",18,231,22,0,10,20,39.03708,-123.10507,3.2,5,32,3,"8/19/18","James I","2018-08-19 22:0:0",2018-08-19 22:00:00,FALSE
"3076",3076,35755,"P4",18,231,18,0,10,29,39.03416,-123.10271,4,4,41,3,"8/19/18","James I","2018-08-19 18:0:0",2018-08-19 18:00:00,FALSE
"3077",3077,35755,"P4",18,231,16,0,7,31,39.03419,-123.10282,1.2,7,40,3,"8/19/18","James I","2018-08-19 16:0:0",2018-08-19 16:00:00,FALSE
"3078",3078,35755,"P4",18,231,14,0,2,30,39.03396,-123.10293,1.4,7,33,3,"8/19/18","James I","2018-08-19 14:0:0",2018-08-19 14:00:00,FALSE
"3079",3079,35755,"P4",18,231,10,0,1,25,39.03413,-123.10037,1.4,7,31,3,"8/19/18","James I","2018-08-19 10:0:0",2018-08-19 10:00:00,FALSE
"3080",3080,35755,"P4",18,231,6,0,2,19,39.03481,-123.09782,0.9,8,39,3,"8/19/18","James I","2018-08-19 6:0:0",2018-08-19 06:00:00,FALSE
"3081",3081,35755,"P4",18,231,4,0,14,18,39.03563,-123.09761,6.6,5,38,3,"8/19/18","James I","2018-08-19 4:0:0",2018-08-19 04:00:00,FALSE
"3082",3082,35755,"P4",18,231,2,0,12,19,39.03868,-123.09778,1.2,7,33,3,"8/19/18","James I","2018-08-19 2:0:0",2018-08-19 02:00:00,FALSE
"3083",3083,35755,"P4",18,230,22,0,8,20,39.03629,-123.09738,0.9,9,41,3,"8/18/18","James I","2018-08-18 22:0:0",2018-08-18 22:00:00,FALSE
"3084",3084,35755,"P4",18,230,20,0,9,23,39.03384,-123.09849,2.5,5,43,3,"8/18/18","James I","2018-08-18 20:0:0",2018-08-18 20:00:00,FALSE
"3085",3085,35755,"P4",18,230,18,0,5,29,39.03409,-123.10019,1,8,40,3,"8/18/18","James I","2018-08-18 18:0:0",2018-08-18 18:00:00,FALSE
"3086",3086,35755,"P4",18,230,16,0,0,30,39.034,-123.10105,1.5,7,39,3,"8/18/18","James I","2018-08-18 16:0:0",2018-08-18 16:00:00,FALSE
"3087",3087,35755,"P4",18,230,14,0,3,31,39.03406,-123.10095,1.9,6,43,3,"8/18/18","James I","2018-08-18 14:0:0",2018-08-18 14:00:00,FALSE
"3088",3088,35755,"P4",18,230,12,0,17,29,39.03569,-123.10167,1.3,6,34,3,"8/18/18","James I","2018-08-18 12:0:0",2018-08-18 12:00:00,FALSE
"3089",3089,35755,"P4",18,230,8,0,0,20,39.03789,-123.10298,1.4,6,32,3,"8/18/18","James I","2018-08-18 8:0:0",2018-08-18 08:00:00,FALSE
"3090",3090,35755,"P4",18,230,4,0,0,20,39.03783,-123.10284,6.9,5,41,3,"8/18/18","James I","2018-08-18 4:0:0",2018-08-18 04:00:00,FALSE
"3091",3091,35755,"P4",18,230,2,0,13,20,39.03796,-123.10286,2.3,5,39,3,"8/18/18","James I","2018-08-18 2:0:0",2018-08-18 02:00:00,FALSE
"3092",3092,35755,"P4",18,230,0,0,0,21,39.03698,-123.10265,1.3,7,39,3,"8/18/18","James I","2018-08-18 0:0:0",2018-08-18 00:00:00,FALSE
"3093",3093,35755,"P4",18,229,22,0,7,22,39.03689,-123.10259,3.1,6,40,3,"8/17/18","James I","2018-08-17 22:0:0",2018-08-17 22:00:00,FALSE
"3094",3094,35755,"P4",18,229,20,0,6,23,39.03693,-123.10227,1.7,7,39,3,"8/17/18","James I","2018-08-17 20:0:0",2018-08-17 20:00:00,FALSE
"3095",3095,35755,"P4",18,229,18,0,9,28,39.03414,-123.10027,2,7,39,3,"8/17/18","James I","2018-08-17 18:0:0",2018-08-17 18:00:00,FALSE
"3096",3096,35755,"P4",18,229,16,0,1,31,39.0311,-123.0987,7.4,3,55,2,"8/17/18","James I","2018-08-17 16:0:0",2018-08-17 16:00:00,FALSE
"3097",3097,35755,"P4",18,229,14,0,4,30,39.03374,-123.10021,1.8,6,41,3,"8/17/18","James I","2018-08-17 14:0:0",2018-08-17 14:00:00,FALSE
"3098",3098,35755,"P4",18,229,12,0,8,29,39.03422,-123.10102,2.5,3,40,2,"8/17/18","James I","2018-08-17 12:0:0",2018-08-17 12:00:00,FALSE
"3099",3099,35755,"P4",18,229,10,0,0,25,39.03401,-123.10042,1.3,5,42,3,"8/17/18","James I","2018-08-17 10:0:0",2018-08-17 10:00:00,FALSE
"3100",3100,35755,"P4",18,229,8,0,4,18,39.03394,-123.1008,1.4,5,38,3,"8/17/18","James I","2018-08-17 8:0:0",2018-08-17 08:00:00,FALSE
"3101",3101,35755,"P4",18,229,6,0,6,15,39.03426,-123.10009,4.9,3,40,2,"8/17/18","James I","2018-08-17 6:0:0",2018-08-17 06:00:00,FALSE
"3102",3102,35755,"P4",18,229,4,0,8,17,39.0343,-123.10305,1.4,6,34,3,"8/17/18","James I","2018-08-17 4:0:0",2018-08-17 04:00:00,FALSE
"3103",3103,35755,"P4",18,229,0,0,4,18,39.03476,-123.10358,1.3,8,42,3,"8/17/18","James I","2018-08-17 0:0:0",2018-08-17 00:00:00,FALSE
"3104",3104,35755,"P4",18,228,22,0,12,21,39.0362,-123.10485,0.9,9,40,3,"8/16/18","James I","2018-08-16 22:0:0",2018-08-16 22:00:00,FALSE
"3105",3105,35755,"P4",18,228,20,0,22,23,39.03625,-123.10412,4.7,4,40,3,"8/16/18","James I","2018-08-16 20:0:0",2018-08-16 20:00:00,FALSE
"3106",3106,35755,"P4",18,228,18,0,19,27,39.03759,-123.10507,4.7,4,38,3,"8/16/18","James I","2018-08-16 18:0:0",2018-08-16 18:00:00,FALSE
"3107",3107,35755,"P4",18,228,16,0,1,30,39.03796,-123.10446,2.3,7,43,3,"8/16/18","James I","2018-08-16 16:0:0",2018-08-16 16:00:00,FALSE
"3108",3108,35755,"P4",18,228,14,0,2,29,39.03801,-123.10446,2.3,5,33,3,"8/16/18","James I","2018-08-16 14:0:0",2018-08-16 14:00:00,FALSE
"3109",3109,35755,"P4",18,228,10,0,14,20,39.03976,-123.10179,5,3,41,2,"8/16/18","James I","2018-08-16 10:0:0",2018-08-16 10:00:00,FALSE
"3110",3110,35755,"P4",18,228,8,0,3,16,39.03847,-123.10364,1.7,5,40,3,"8/16/18","James I","2018-08-16 8:0:0",2018-08-16 08:00:00,FALSE
"3111",3111,35755,"P4",18,228,6,0,13,14,39.0387,-123.10393,1.2,7,40,3,"8/16/18","James I","2018-08-16 6:0:0",2018-08-16 06:00:00,FALSE
"3112",3112,35755,"P4",18,228,4,0,5,16,39.03823,-123.10359,3.7,4,44,3,"8/16/18","James I","2018-08-16 4:0:0",2018-08-16 04:00:00,FALSE
"3113",3113,35755,"P4",18,228,2,0,11,15,39.03829,-123.10339,2.4,5,39,3,"8/16/18","James I","2018-08-16 2:0:0",2018-08-16 02:00:00,FALSE
"3114",3114,35755,"P4",18,228,0,0,1,18,39.03784,-123.10317,2.4,6,39,3,"8/16/18","James I","2018-08-16 0:0:0",2018-08-16 00:00:00,FALSE
"3115",3115,35755,"P4",18,227,22,0,8,20,39.03793,-123.10308,1.3,7,40,3,"8/15/18","James I","2018-08-15 22:0:0",2018-08-15 22:00:00,FALSE
"3116",3116,35755,"P4",18,227,20,0,11,20,39.03807,-123.10317,2.5,5,39,3,"8/15/18","James I","2018-08-15 20:0:0",2018-08-15 20:00:00,FALSE
"3117",3117,35755,"P4",18,227,18,0,0,25,39.038,-123.10301,2.3,7,42,3,"8/15/18","James I","2018-08-15 18:0:0",2018-08-15 18:00:00,FALSE
"3118",3118,35755,"P4",18,227,16,0,1,28,39.03791,-123.10305,1,9,40,3,"8/15/18","James I","2018-08-15 16:0:0",2018-08-15 16:00:00,FALSE
"3119",3119,35755,"P4",18,227,14,0,13,27,39.03801,-123.1032,2.2,4,41,3,"8/15/18","James I","2018-08-15 14:0:0",2018-08-15 14:00:00,FALSE
"3120",3120,35755,"P4",18,227,12,0,0,25,39.03821,-123.10412,2.9,4,39,3,"8/15/18","James I","2018-08-15 12:0:0",2018-08-15 12:00:00,FALSE
"3121",3121,35755,"P4",18,227,10,0,6,19,39.03825,-123.10446,4.4,4,48,3,"8/15/18","James I","2018-08-15 10:0:0",2018-08-15 10:00:00,FALSE
"3122",3122,35755,"P4",18,227,6,0,21,14,39.03806,-123.10439,6.5,4,36,3,"8/15/18","James I","2018-08-15 6:0:0",2018-08-15 06:00:00,FALSE
"3123",3123,35755,"P4",18,227,2,0,8,17,39.03617,-123.1048,1.2,7,39,3,"8/15/18","James I","2018-08-15 2:0:0",2018-08-15 02:00:00,FALSE
"3124",3124,35755,"P4",18,227,0,0,2,18,39.03524,-123.10507,2.7,5,41,3,"8/15/18","James I","2018-08-15 0:0:0",2018-08-15 00:00:00,FALSE
"3125",3125,35755,"P4",18,226,22,0,5,20,39.03521,-123.10545,0.8,10,38,3,"8/14/18","James I","2018-08-14 22:0:0",2018-08-14 22:00:00,FALSE
"3126",3126,35755,"P4",18,226,20,0,9,20,39.03353,-123.10495,2.4,4,41,3,"8/14/18","James I","2018-08-14 20:0:0",2018-08-14 20:00:00,FALSE
"3127",3127,35755,"P4",18,226,18,0,10,25,39.03426,-123.10295,1.9,8,42,3,"8/14/18","James I","2018-08-14 18:0:0",2018-08-14 18:00:00,FALSE
"3128",3128,35755,"P4",18,226,16,0,3,27,39.03472,-123.1027,5.4,3,40,2,"8/14/18","James I","2018-08-14 16:0:0",2018-08-14 16:00:00,FALSE
"3129",3129,35755,"P4",18,226,14,0,2,28,39.03397,-123.10286,3,4,41,3,"8/14/18","James I","2018-08-14 14:0:0",2018-08-14 14:00:00,FALSE
"3130",3130,35755,"P4",18,226,12,0,17,26,39.03422,-123.10293,1.5,7,40,3,"8/14/18","James I","2018-08-14 12:0:0",2018-08-14 12:00:00,FALSE
"3131",3131,35755,"P4",18,226,10,0,20,19,39.03633,-123.10163,1.3,6,42,3,"8/14/18","James I","2018-08-14 10:0:0",2018-08-14 10:00:00,FALSE
"3132",3132,35755,"P4",18,226,8,0,4,21,39.04074,-123.1013,2,5,40,3,"8/14/18","James I","2018-08-14 8:0:0",2018-08-14 08:00:00,FALSE
"3133",3133,35755,"P4",18,226,6,0,20,16,39.0405,-123.10112,3.8,4,56,3,"8/14/18","James I","2018-08-14 6:0:0",2018-08-14 06:00:00,FALSE
"3134",3134,35755,"P4",18,226,4,0,10,16,39.03695,-123.10186,3.8,4,40,3,"8/14/18","James I","2018-08-14 4:0:0",2018-08-14 04:00:00,FALSE
"3135",3135,35755,"P4",18,226,2,0,14,15,39.03892,-123.1062,5.1,3,58,2,"8/14/18","James I","2018-08-14 2:0:0",2018-08-14 02:00:00,FALSE
"3136",3136,35755,"P4",18,226,0,0,3,19,39.03707,-123.10234,1.2,7,39,3,"8/14/18","James I","2018-08-14 0:0:0",2018-08-14 00:00:00,FALSE
"3137",3137,35755,"P4",18,225,22,0,2,19,39.0369,-123.10233,1,10,41,3,"8/13/18","James I","2018-08-13 22:0:0",2018-08-13 22:00:00,FALSE
"3138",3138,35755,"P4",18,225,20,0,7,22,39.03685,-123.10147,1.5,7,42,3,"8/13/18","James I","2018-08-13 20:0:0",2018-08-13 20:00:00,FALSE
"3139",3139,35755,"P4",18,225,18,1,7,27,39.03749,-123.10166,1.7,5,59,3,"8/13/18","James I","2018-08-13 18:1:0",2018-08-13 18:01:00,FALSE
"3140",3140,35755,"P4",18,225,16,0,2,29,39.03728,-123.10118,1.5,7,38,3,"8/13/18","James I","2018-08-13 16:0:0",2018-08-13 16:00:00,FALSE
"3141",3141,35755,"P4",18,225,14,0,2,30,39.03789,-123.1029,1.9,6,42,3,"8/13/18","James I","2018-08-13 14:0:0",2018-08-13 14:00:00,FALSE
"3142",3142,35755,"P4",18,225,12,0,4,26,39.038,-123.10288,2.1,5,41,3,"8/13/18","James I","2018-08-13 12:0:0",2018-08-13 12:00:00,FALSE
"3143",3143,35755,"P4",18,225,10,0,15,22,39.03744,-123.10217,1.3,6,38,3,"8/13/18","James I","2018-08-13 10:0:0",2018-08-13 10:00:00,FALSE
"3144",3144,35755,"P4",18,225,8,0,0,18,39.03595,-123.1,1.2,7,40,3,"8/13/18","James I","2018-08-13 8:0:0",2018-08-13 08:00:00,FALSE
"3145",3145,35755,"P4",18,225,6,0,13,17,39.03597,-123.10005,1.2,7,32,3,"8/13/18","James I","2018-08-13 6:0:0",2018-08-13 06:00:00,FALSE
"3146",3146,35755,"P4",18,225,2,0,7,19,39.03379,-123.09784,1,8,41,3,"8/13/18","James I","2018-08-13 2:0:0",2018-08-13 02:00:00,FALSE
"3147",3147,35755,"P4",18,225,0,0,1,21,39.03398,-123.09471,1.3,7,42,3,"8/13/18","James I","2018-08-13 0:0:0",2018-08-13 00:00:00,FALSE
"3148",3148,35755,"P4",18,224,22,0,20,20,39.03401,-123.095,1.5,7,41,3,"8/12/18","James I","2018-08-12 22:0:0",2018-08-12 22:00:00,FALSE
"3149",3149,35755,"P4",18,224,20,0,7,22,39.03717,-123.09441,1.3,8,41,3,"8/12/18","James I","2018-08-12 20:0:0",2018-08-12 20:00:00,FALSE
"3150",3150,35755,"P4",18,224,18,0,5,28,39.03633,-123.09252,4.2,4,40,3,"8/12/18","James I","2018-08-12 18:0:0",2018-08-12 18:00:00,FALSE
"3151",3151,35755,"P4",18,224,16,0,6,27,39.0366,-123.09226,2.1,5,41,3,"8/12/18","James I","2018-08-12 16:0:0",2018-08-12 16:00:00,FALSE
"3152",3152,35755,"P4",18,224,14,0,4,29,39.03639,-123.09225,1.3,6,41,3,"8/12/18","James I","2018-08-12 14:0:0",2018-08-12 14:00:00,FALSE
"3153",3153,35755,"P4",18,224,12,0,11,26,39.03606,-123.09233,1.5,7,31,3,"8/12/18","James I","2018-08-12 12:0:0",2018-08-12 12:00:00,FALSE
"3154",3154,35755,"P4",18,224,8,0,8,20,39.03383,-123.09081,2,4,41,3,"8/12/18","James I","2018-08-12 8:0:0",2018-08-12 08:00:00,FALSE
"3155",3155,35755,"P4",18,224,6,0,16,18,39.0348,-123.09004,0.9,9,40,3,"8/12/18","James I","2018-08-12 6:0:0",2018-08-12 06:00:00,FALSE
"3156",3156,35755,"P4",18,224,4,0,6,19,39.03486,-123.09092,1.8,6,41,3,"8/12/18","James I","2018-08-12 4:0:0",2018-08-12 04:00:00,FALSE
"3157",3157,35755,"P4",18,224,2,0,0,19,39.03486,-123.09081,1.8,5,43,3,"8/12/18","James I","2018-08-12 2:0:0",2018-08-12 02:00:00,FALSE
"3158",3158,35755,"P4",18,224,0,0,9,19,39.03486,-123.09082,2,6,40,3,"8/12/18","James I","2018-08-12 0:0:0",2018-08-12 00:00:00,FALSE
"3159",3159,35755,"P4",18,223,22,0,2,20,39.03749,-123.09298,1.6,8,37,3,"8/11/18","James I","2018-08-11 22:0:0",2018-08-11 22:00:00,FALSE
"3160",3160,35755,"P4",18,223,20,0,5,20,39.03626,-123.09227,2,3,41,2,"8/11/18","James I","2018-08-11 20:0:0",2018-08-11 20:00:00,FALSE
"3161",3161,35755,"P4",18,223,18,0,6,25,39.03622,-123.09311,4.7,4,44,3,"8/11/18","James I","2018-08-11 18:0:0",2018-08-11 18:00:00,FALSE
"3162",3162,35755,"P4",18,223,16,0,8,27,39.03629,-123.09298,1.8,7,39,3,"8/11/18","James I","2018-08-11 16:0:0",2018-08-11 16:00:00,FALSE
"3163",3163,35755,"P4",18,223,14,0,7,27,39.05553,-123.08336,17.7,3,55,2,"8/11/18","James I","2018-08-11 14:0:0",2018-08-11 14:00:00,FALSE
"3164",3164,35755,"P4",18,223,12,0,29,25,39.03884,-123.09221,2.4,3,47,2,"8/11/18","James I","2018-08-11 12:0:0",2018-08-11 12:00:00,FALSE
"3165",3165,35755,"P4",18,223,8,0,0,21,39.0348,-123.09086,1.2,7,40,3,"8/11/18","James I","2018-08-11 8:0:0",2018-08-11 08:00:00,FALSE
"3166",3166,35755,"P4",18,223,6,0,10,20,39.03473,-123.09086,3.2,5,38,3,"8/11/18","James I","2018-08-11 6:0:0",2018-08-11 06:00:00,FALSE
"3167",3167,35755,"P4",18,223,4,0,5,20,39.03538,-123.09195,3,4,40,3,"8/11/18","James I","2018-08-11 4:0:0",2018-08-11 04:00:00,FALSE
"3168",3168,35755,"P4",18,223,2,0,1,20,39.03603,-123.09113,1.3,6,40,3,"8/11/18","James I","2018-08-11 2:0:0",2018-08-11 02:00:00,FALSE
"3169",3169,35755,"P4",18,223,0,0,11,20,39.0325,-123.09504,4.6,3,53,2,"8/11/18","James I","2018-08-11 0:0:0",2018-08-11 00:00:00,FALSE
"3170",3170,35755,"P4",18,222,22,0,10,21,39.03604,-123.09133,1.3,8,33,3,"8/10/18","James I","2018-08-10 22:0:0",2018-08-10 22:00:00,FALSE
"3171",3171,35755,"P4",18,222,18,0,2,25,39.03982,-123.09034,2.8,5,41,3,"8/10/18","James I","2018-08-10 18:0:0",2018-08-10 18:00:00,FALSE
"3172",3172,35755,"P4",18,222,16,0,5,28,39.0399,-123.09034,2.8,4,34,3,"8/10/18","James I","2018-08-10 16:0:0",2018-08-10 16:00:00,FALSE
"3173",3173,35755,"P4",18,222,12,0,4,30,39.03453,-123.09061,3.4,3,40,2,"8/10/18","James I","2018-08-10 12:0:0",2018-08-10 12:00:00,FALSE
"3174",3174,35755,"P4",18,222,10,0,19,26,39.0361,-123.09226,1.5,6,41,3,"8/10/18","James I","2018-08-10 10:0:0",2018-08-10 10:00:00,FALSE
"3175",3175,35755,"P4",18,222,8,0,6,27,39.03754,-123.09317,1.4,7,42,3,"8/10/18","James I","2018-08-10 8:0:0",2018-08-10 08:00:00,FALSE
"3176",3176,35755,"P4",18,222,6,0,19,20,39.03723,-123.09281,1.4,7,33,3,"8/10/18","James I","2018-08-10 6:0:0",2018-08-10 06:00:00,FALSE
"3177",3177,35755,"P4",18,222,2,0,8,20,39.04042,-123.09807,2.2,5,31,3,"8/10/18","James I","2018-08-10 2:0:0",2018-08-10 02:00:00,FALSE
"3178",3178,35755,"P4",18,221,22,0,4,23,39.03709,-123.10221,1.9,5,40,3,"8/9/18","James I","2018-08-09 22:0:0",2018-08-09 22:00:00,FALSE
"3179",3179,35755,"P4",18,221,20,0,14,24,39.03703,-123.10242,3.2,5,38,3,"8/9/18","James I","2018-08-09 20:0:0",2018-08-09 20:00:00,FALSE
"3180",3180,35755,"P4",18,221,18,0,4,29,39.03783,-123.10286,2.3,7,43,3,"8/9/18","James I","2018-08-09 18:0:0",2018-08-09 18:00:00,FALSE
"3181",3181,35755,"P4",18,221,16,0,3,31,39.03797,-123.10295,1.7,6,39,3,"8/9/18","James I","2018-08-09 16:0:0",2018-08-09 16:00:00,FALSE
"3182",3182,35755,"P4",18,221,14,0,5,30,39.03805,-123.1024,4.7,5,57,3,"8/9/18","James I","2018-08-09 14:0:0",2018-08-09 14:00:00,FALSE
"3183",3183,35755,"P4",18,221,12,0,7,26,39.03823,-123.10298,1.4,5,40,3,"8/9/18","James I","2018-08-09 12:0:0",2018-08-09 12:00:00,FALSE
"3184",3184,35755,"P4",18,221,10,0,3,24,39.03793,-123.1029,1.5,6,42,3,"8/9/18","James I","2018-08-09 10:0:0",2018-08-09 10:00:00,FALSE
"3185",3185,35755,"P4",18,221,8,0,4,23,39.03705,-123.10282,1.4,7,39,3,"8/9/18","James I","2018-08-09 8:0:0",2018-08-09 08:00:00,FALSE
"3186",3186,35755,"P4",18,221,6,0,14,19,39.03693,-123.10276,1.2,8,41,3,"8/9/18","James I","2018-08-09 6:0:0",2018-08-09 06:00:00,FALSE
"3187",3187,35755,"P4",18,221,4,0,7,20,39.03517,-123.1014,1.9,5,38,3,"8/9/18","James I","2018-08-09 4:0:0",2018-08-09 04:00:00,FALSE
"3188",3188,35755,"P4",18,221,2,0,13,20,39.03526,-123.10137,3.6,4,38,3,"8/9/18","James I","2018-08-09 2:0:0",2018-08-09 02:00:00,FALSE
"3189",3189,35755,"P4",18,221,0,0,0,22,39.0339,-123.1019,1.4,6,41,3,"8/9/18","James I","2018-08-09 0:0:0",2018-08-09 00:00:00,FALSE
"3190",3190,35755,"P4",18,220,22,0,8,22,39.0339,-123.10192,1,9,40,3,"8/8/18","James I","2018-08-08 22:0:0",2018-08-08 22:00:00,FALSE
"3191",3191,35755,"P4",18,220,20,0,8,25,39.03419,-123.10282,1.5,8,41,3,"8/8/18","James I","2018-08-08 20:0:0",2018-08-08 20:00:00,FALSE
"3192",3192,35755,"P4",18,220,18,0,16,29,39.03524,-123.10339,3.3,4,42,3,"8/8/18","James I","2018-08-08 18:0:0",2018-08-08 18:00:00,FALSE
"3193",3193,35755,"P4",18,220,16,0,2,31,39.03432,-123.09973,2.8,5,41,3,"8/8/18","James I","2018-08-08 16:0:0",2018-08-08 16:00:00,FALSE
"3194",3194,35755,"P4",18,220,14,0,4,30,39.03431,-123.09961,2.2,4,40,3,"8/8/18","James I","2018-08-08 14:0:0",2018-08-08 14:00:00,FALSE
"3195",3195,35755,"P4",18,220,12,0,3,27,39.03376,-123.10019,2,5,43,3,"8/8/18","James I","2018-08-08 12:0:0",2018-08-08 12:00:00,FALSE
"3196",3196,35755,"P4",18,220,10,0,8,23,39.0338,-123.10011,2.2,5,40,3,"8/8/18","James I","2018-08-08 10:0:0",2018-08-08 10:00:00,FALSE
"3197",3197,35755,"P4",18,220,8,0,10,21,39.03525,-123.10129,1.4,8,38,3,"8/8/18","James I","2018-08-08 8:0:0",2018-08-08 08:00:00,FALSE
