,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
131,HRG 196 K4,K4,41890,43311.20848,43310.87515,38.9994325,-123.0964561,230.3,3D-V Fix,3,25,3.52,3.52,Foster Bio,2018-7-29 22:00,7/29/18 22:00
132,HRG 194,A4,41888,43311.20854,43310.87521,39.0371172,-123.0917119,653.37,3D-V Fix,1.8,26,3.6,3.52,James I,2018-7-29 22:00,7/29/18 22:00
133,HRG 194,A4,41888,43311.25012,43310.91678,39.0373358,-123.0915647,639.3,3D-V Fix,2.8,26,3.52,3.6,James I,2018-7-29 23:00,7/29/18 23:00
134,HRG 192 F2,F2,41886,43311.25035,43310.91701,39.0173786,-123.0654511,604.89,3D-V Fix,2.8,25,3.52,0.16,Orchard,2018-7-29 23:00,7/29/18 23:00
135,HRG 196 K4,K4,41890,43311.25035,43310.91701,38.999615,-123.0958147,233.89,3D-V Fix,2,25,3.52,3.52,Foster Bio,2018-7-29 23:00,7/29/18 23:00
136,HRG 194,A4,41888,43311.29178,43310.95845,39.0373197,-123.0913181,639.92,3D-V Fix,3.2,26,3.6,3.52,James I,2018-7-30 00:00,7/30/18 0:00
137,HRG 192 F2,F2,41886,43311.29183,43310.9585,39.0173533,-123.0654264,611.55,3D-V Fix,3.2,25,3.6,0.16,Orchard,2018-7-30 00:00,7/30/18 0:00
138,HRG 196 K4,K4,41890,43311.29189,43310.95855,38.9997283,-123.0958183,215.17,3D-V Fix,2,25,3.52,3.52,Foster Bio,2018-7-30 00:00,7/30/18 0:00
139,HRG 196 K4,K4,41890,43311.33347,43311.00014,38.9996269,-123.0953986,235.44,3D-V Fix,2.6,23,3.52,3.52,Foster Bio,2018-7-30 01:00,7/30/18 1:00
140,HRG 194,A4,41888,43311.33368,43311.00035,39.0363267,-123.09122,666.34,3D-V Fix,1.8,25,3.52,3.52,James I,2018-7-30 01:00,7/30/18 1:00
141,HRG 192 F2,F2,41886,43311.33404,43311.00071,39.0173225,-123.0653722,611,3D-V Fix,6.4,24,3.52,0.16,Orchard,2018-7-30 01:01,7/30/18 1:01
142,HRG 194,A4,41888,43311.37521,43311.04188,39.0361092,-123.0911406,653.27,3D-V Fix,1.8,25,3.52,3.6,James I,2018-7-30 02:00,7/30/18 2:00
143,HRG 196 K4,K4,41890,43311.37532,43311.04199,38.9990075,-123.0955189,234.57,3D-V Fix,1.6,22,3.52,3.52,Foster Bio,2018-7-30 02:00,7/30/18 2:00
144,HRG 192 F2,F2,41886,43311.37556,43311.04222,39.0182283,-123.0650131,621.89,3D-V Fix,4,22,3.52,0.16,Orchard,2018-7-30 02:00,7/30/18 2:00
145,HRG 194,A4,41888,43311.41669,43311.08336,39.0364497,-123.0913044,655.87,3D-V Fix,1.8,24,3.52,3.6,James I,2018-7-30 03:00,7/30/18 3:00
146,HRG 192 F2,F2,41886,43311.41678,43311.08345,39.0189197,-123.0649353,643.12,3D-V Fix,2.6,23,3.6,0.16,Orchard,2018-7-30 03:00,7/30/18 3:00
147,HRG 196 K4,K4,41890,43311.41736,43311.08403,38.9987283,-123.0962028,231.52,3D-V Fix,2.4,21,3.52,3.52,Foster Bio,2018-7-30 03:00,7/30/18 3:00
148,HRG 196 K4,K4,41890,43311.45846,43311.12513,38.9985939,-123.0962139,234.06,3D-V Fix,3.2,21,3.52,3.52,Foster Bio,2018-7-30 04:00,7/30/18 4:00
149,HRG 192 F2,F2,41886,43311.45868,43311.12535,39.0200003,-123.0665272,677.72,3D-V Fix,3.2,23,3.52,0.16,Orchard,2018-7-30 04:00,7/30/18 4:00
150,HRG 194,A4,41888,43311.45868,43311.12535,39.0363831,-123.0912308,650.69,3D-V Fix,1.8,24,3.52,3.52,James I,2018-7-30 04:00,7/30/18 4:00
151,HRG 196 K4,K4,41890,43311.50013,43311.16679,38.9986614,-123.0961103,229.55,3D-V Fix,3.2,20,3.52,3.52,Foster Bio,2018-7-30 05:00,7/30/18 5:00
152,HRG 194,A4,41888,43311.50021,43311.16688,39.0368747,-123.0936789,599.25,3D-V Fix,2,24,3.52,3.6,James I,2018-7-30 05:00,7/30/18 5:00
153,HRG 192 F2,F2,41886,43311.50056,43311.16722,39.0199444,-123.0664217,674.26,3D-V Fix,2.2,25,3.52,0.16,Orchard,2018-7-30 05:00,7/30/18 5:00
154,HRG 192 F2,F2,41886,43311.54178,43311.20845,39.0199711,-123.0665264,665.83,3D-V Fix,2,25,3.6,0.16,Orchard,2018-7-30 06:00,7/30/18 6:00
155,HRG 194,A4,41888,43311.54182,43311.20848,39.0368286,-123.0925639,627.81,3D-V Fix,1.8,24,3.52,3.6,James I,2018-7-30 06:00,7/30/18 6:00
156,HRG 196 K4,K4,41890,43311.54201,43311.20868,38.9986044,-123.0961592,232.59,3D-V Fix,2.6,20,3.52,3.52,Foster Bio,2018-7-30 06:00,7/30/18 6:00
157,HRG 196 K4,K4,41890,43311.58356,43311.25023,38.9986311,-123.096075,225.79,3D-V Fix,3.4,19,3.52,3.52,Foster Bio,2018-7-30 07:00,7/30/18 7:00
158,HRG 194,A4,41888,43311.58388,43311.25054,39.0361469,-123.0927681,625.86,3D-V Fix,2.2,24,3.52,3.6,James I,2018-7-30 07:00,7/30/18 7:00
159,HRG 192 F2,F2,41886,43311.58396,43311.25063,39.0200261,-123.0667408,669.43,3D-V Fix,2.2,23,3.52,0.16,Orchard,2018-7-30 07:00,7/30/18 7:00
160,HRG 194,A4,41888,43311.62521,43311.29188,39.03672,-123.09277,629.95,3D-V Fix,2.2,26,3.52,3.6,James I,2018-7-30 08:00,7/30/18 8:00
161,HRG 192 F2,F2,41886,43311.62528,43311.29194,39.019795,-123.0671406,643.89,3D-V Fix,2.6,23,3.6,0.16,Orchard,2018-7-30 08:00,7/30/18 8:00
162,HRG 196 K4,K4,41890,43311.6253,43311.29197,38.9987119,-123.0960167,224.21,3D-V Fix,1.4,20,3.52,3.52,Foster Bio,2018-7-30 08:00,7/30/18 8:00
163,HRG 196 K4,K4,41890,43311.66678,43311.33345,38.9985125,-123.0962306,235.66,3D-V Fix,2.4,23,3.52,3.52,Foster Bio,2018-7-30 09:00,7/30/18 9:00
164,HRG 192 F2,F2,41886,43311.66682,43311.33348,39.0208144,-123.0681047,605.9,3D-V Fix,3.4,27,3.6,0.16,Orchard,2018-7-30 09:00,7/30/18 9:00
165,HRG 194,A4,41888,43311.66701,43311.33368,39.0327706,-123.0908783,562.64,3D-V Fix,2.2,27,3.52,3.6,James I,2018-7-30 09:00,7/30/18 9:00
166,HRG 194,A4,41888,43311.70845,43311.37512,39.0322142,-123.0901389,584.84,3D-V Fix,2.8,30,3.52,3.6,James I,2018-7-30 10:00,7/30/18 10:00
167,HRG 196 K4,K4,41890,43311.70847,43311.37514,38.9991739,-123.0950578,248.29,3D-V Fix,2.6,27,3.52,3.6,Foster Bio,2018-7-30 10:00,7/30/18 10:00
168,HRG 192 F2,F2,41886,43311.70868,43311.37535,39.0206794,-123.0679017,645.05,3D-V Fix,3.8,28,3.52,0.16,Orchard,2018-7-30 10:00,7/30/18 10:00
169,HRG 196 K4,K4,41890,43311.75022,43311.41689,38.9995297,-123.0975,204.28,3D-V Fix,1.2,31,3.52,3.6,Foster Bio,2018-7-30 11:00,7/30/18 11:00
170,HRG 194,A4,41888,43311.75027,43311.41693,39.0342619,-123.0932036,558.49,3D-V Fix,2.2,32,3.52,3.6,James I,2018-7-30 11:00,7/30/18 11:00
171,HRG 192 F2,F2,41886,43311.75069,43311.41736,39.02084,-123.068355,678.6,3D-V Fix,4,33,3.52,0.16,Orchard,2018-7-30 11:00,7/30/18 11:00
172,HRG 192 F2,F2,41886,43311.79188,43311.45854,39.0210728,-123.0683197,632.45,3D-V Fix,2.4,35,3.6,0.08,Orchard,2018-7-30 12:00,7/30/18 12:00
173,HRG 196 K4,K4,41890,43311.79188,43311.45854,39.0005267,-123.0980492,174.07,3D-V Fix,1.6,36,3.6,3.6,Foster Bio,2018-7-30 12:00,7/30/18 12:00
174,HRG 194,A4,41888,43311.79223,43311.4589,39.0345689,-123.0936592,557.74,3D-V Fix,3.4,33,3.52,3.6,James I,2018-7-30 12:00,7/30/18 12:00
175,HRG 194,A4,41888,43311.83336,43311.50002,39.0346528,-123.0936242,533.55,3D-V Fix,2.6,36,3.6,3.6,James I,2018-7-30 13:00,7/30/18 13:00
176,HRG 196 K4,K4,41890,43311.83353,43311.5002,39.0010431,-123.0952636,220.86,3D-V Fix,4.8,39,3.6,3.6,Foster Bio,2018-7-30 13:00,7/30/18 13:00
177,HRG 192 F2,F2,41886,43311.83355,43311.50022,39.0206425,-123.0681692,659.62,3D-V Fix,4.2,36,3.52,0.08,Orchard,2018-7-30 13:00,7/30/18 13:00
178,HRG 194,A4,41888,43311.87513,43311.54179,39.0345317,-123.0934083,545.39,3D-V Fix,4.2,37,3.6,3.6,James I,2018-7-30 14:00,7/30/18 14:00
179,HRG 196 K4,K4,41890,43311.87515,43311.54182,39.0013456,-123.0946992,271.55,3D-V Fix,4.2,39,3.6,3.6,Foster Bio,2018-7-30 14:00,7/30/18 14:00
180,HRG 192 F2,F2,41886,43311.87527,43311.54193,39.0209317,-123.0685194,632.72,3D-V Fix,2,37,3.6,0.08,Orchard,2018-7-30 14:00,7/30/18 14:00
181,HRG 192 F2,F2,41886,43311.91701,43311.58368,39.0209925,-123.0684203,638.68,3D-V Fix,2.4,37,3.6,0.08,Orchard,2018-7-30 15:00,7/30/18 15:00
182,HRG 196 K4,K4,41890,43311.91701,43311.58368,39.0009222,-123.0949614,231.05,3D-V Fix,1.6,39,3.6,3.6,Foster Bio,2018-7-30 15:00,7/30/18 15:00
183,HRG 194,A4,41888,43311.91701,43311.58368,39.0344211,-123.0934097,549.38,3D-V Fix,2.4,38,3.52,3.6,James I,2018-7-30 15:00,7/30/18 15:00
184,HRG 196 K4,K4,41890,43311.95855,43311.62522,39.0009214,-123.0949194,226.39,3D-V Fix,2.6,38,3.6,3.6,Foster Bio,2018-7-30 16:00,7/30/18 16:00
185,HRG 194,A4,41888,43311.95889,43311.62556,39.0344506,-123.0933572,537.44,3D-V Fix,3.6,37,3.52,3.6,James I,2018-7-30 16:00,7/30/18 16:00
186,HRG 192 F2,F2,41886,43311.95896,43311.62563,39.0209792,-123.0684169,635.71,3D-V Fix,2.2,36,3.52,0.08,Orchard,2018-7-30 16:00,7/30/18 16:00
187,HRG 194,A4,41888,43312.0001,43311.66677,39.0344803,-123.0933131,547.66,3D-V Fix,3.4,37,3.6,3.6,James I,2018-7-30 17:00,7/30/18 17:00
188,HRG 196 K4,K4,41890,43312.00013,43311.66679,39.0001767,-123.0943542,244.3,3D-V Fix,3,37,3.6,3.6,Foster Bio,2018-7-30 17:00,7/30/18 17:00
189,HRG 192 F2,F2,41886,43312.00019,43311.66685,39.0210022,-123.0674139,632.57,3D-V Fix,3.8,36,3.6,0.08,Orchard,2018-7-30 17:00,7/30/18 17:00
190,HRG 194,A4,41888,43312.04177,43311.70844,39.0341147,-123.0931247,556.41,3D-V Fix,8.8,36,3.6,3.6,James I,2018-7-30 18:00,7/30/18 18:00
191,HRG 196 K4,K4,41890,43312.04178,43311.70845,38.9995514,-123.0944261,239.42,3D-V Fix,2.2,34,3.6,3.6,Foster Bio,2018-7-30 18:00,7/30/18 18:00
192,HRG 192 F2,F2,41886,43312.04225,43311.70891,39.0190708,-123.0655631,622.41,3D-V Fix,4,37,3.52,0.08,Orchard,2018-7-30 18:00,7/30/18 18:00
193,HRG 196 K4,K4,41890,43312.08367,43311.75034,38.9995853,-123.0945536,234.8,3D-V Fix,3,32,3.52,3.6,Foster Bio,2018-7-30 19:00,7/30/18 19:00
194,HRG 194,A4,41888,43312.08396,43311.75063,39.0362197,-123.0924225,634.95,3D-V Fix,3,35,3.52,3.6,James I,2018-7-30 19:00,7/30/18 19:00
195,HRG 192 F2,F2,41886,43312.08457,43311.75124,39.0188892,-123.0648856,653.65,3D-V Fix,5.2,35,3.52,0.08,Orchard,2018-7-30 19:01,7/30/18 19:01
196,HRG 194,A4,41888,43312.12519,43311.79185,39.0362803,-123.0922025,652.08,3D-V Fix,2.4,30,3.6,3.6,James I,2018-7-30 20:00,7/30/18 20:00
197,HRG 196 K4,K4,41890,43312.12521,43311.79188,38.9998753,-123.0943886,244.3,3D-V Fix,2.4,28,3.6,3.6,Foster Bio,2018-7-30 20:00,7/30/18 20:00
198,HRG 192 F2,F2,41886,43312.12527,43311.79193,39.0189025,-123.0647833,658.18,3D-V Fix,3.6,31,3.6,0.08,Orchard,2018-7-30 20:00,7/30/18 20:00
199,HRG 194,A4,41888,43312.16677,43311.83344,39.0355928,-123.0906108,662.04,3D-V Fix,4.2,28,3.6,3.6,James I,2018-7-30 21:00,7/30/18 21:00
200,HRG 196 K4,K4,41890,43312.16679,43311.83346,38.9999775,-123.0947036,230.28,3D-V Fix,4.2,26,3.52,3.52,Foster Bio,2018-7-30 21:00,7/30/18 21:00
201,HRG 192 F2,F2,41886,43312.16714,43311.83381,39.0191733,-123.0649661,651.27,3D-V Fix,2,30,3.52,0.08,Orchard,2018-7-30 21:00,7/30/18 21:00
202,HRG 192 F2,F2,41886,43312.20858,43311.87524,39.0190094,-123.0649944,634,3D-V Fix,3.2,26,3.6,0.08,Orchard,2018-7-30 22:00,7/30/18 22:00
203,HRG 196 K4,K4,41890,43312.20862,43311.87529,38.9999386,-123.0946336,234.01,3D-V Fix,1.8,25,3.52,3.52,Foster Bio,2018-7-30 22:00,7/30/18 22:00
204,HRG 194,A4,41888,43312.20868,43311.87535,39.0357478,-123.0901767,658.29,3D-V Fix,2,26,3.52,3.6,James I,2018-7-30 22:00,7/30/18 22:00
205,HRG 194,A4,41888,43312.25019,43311.91685,39.0356675,-123.0903147,653.4,3D-V Fix,3.6,25,3.6,3.6,James I,2018-7-30 23:00,7/30/18 23:00
206,HRG 196 K4,K4,41890,43312.25022,43311.91689,38.9991803,-123.0947483,261.71,3D-V Fix,3.2,24,3.52,3.52,Foster Bio,2018-7-30 23:00,7/30/18 23:00
207,HRG 192 F2,F2,41886,43312.25056,43311.91722,39.0190186,-123.0648783,626.39,3D-V Fix,2.6,26,3.52,0.16,Orchard,2018-7-30 23:00,7/30/18 23:00
208,HRG 192 F2,F2,41886,43312.29176,43311.95843,39.0187331,-123.0650697,657.58,3D-V Fix,3,24,3.6,0.16,Orchard,2018-7-31 00:00,7/31/18 0:00
209,HRG 196 K4,K4,41890,43312.29181,43311.95847,38.9994353,-123.0949525,242.64,3D-V Fix,3.4,23,3.52,3.52,Foster Bio,2018-7-31 00:00,7/31/18 0:00
210,HRG 194,A4,41888,43312.29201,43311.95868,39.0357081,-123.0902614,668.52,3D-V Fix,1.4,25,3.52,3.6,James I,2018-7-31 00:00,7/31/18 0:00
211,HRG 194,A4,41888,43312.33358,43312.00024,39.0355556,-123.0902358,654.47,3D-V Fix,2.8,24,3.52,3.6,James I,2018-7-31 01:00,7/31/18 1:00
212,HRG 192 F2,F2,41886,43312.33368,43312.00035,39.0188372,-123.0649969,641.71,3D-V Fix,1.8,25,3.52,0.16,Orchard,2018-7-31 01:00,7/31/18 1:00
213,HRG 196 K4,K4,41890,43312.33368,43312.00035,38.9991547,-123.0951153,246.14,3D-V Fix,1.8,22,3.52,3.52,Foster Bio,2018-7-31 01:00,7/31/18 1:00
214,HRG 192 F2,F2,41886,43312.37519,43312.04185,39.0187081,-123.0648139,626.03,3D-V Fix,2,25,3.6,0.16,Orchard,2018-7-31 02:00,7/31/18 2:00
215,HRG 194,A4,41888,43312.37519,43312.04185,39.0356078,-123.0906303,664.78,3D-V Fix,1.8,25,3.52,3.6,James I,2018-7-31 02:00,7/31/18 2:00
216,HRG 196 K4,K4,41890,43312.37556,43312.04222,38.9986172,-123.0961394,227.68,3D-V Fix,1.8,22,3.52,3.52,Foster Bio,2018-7-31 02:00,7/31/18 2:00
217,HRG 196 K4,K4,41890,43312.41677,43312.08344,38.9986033,-123.0961394,226.42,3D-V Fix,2.4,22,3.52,3.52,Foster Bio,2018-7-31 03:00,7/31/18 3:00
218,HRG 194,A4,41888,43312.41689,43312.08355,39.0355478,-123.0905458,680.91,3D-V Fix,2.2,25,3.52,3.6,James I,2018-7-31 03:00,7/31/18 3:00
219,HRG 192 F2,F2,41886,43312.41736,43312.08403,39.0188314,-123.0648653,637.76,3D-V Fix,3,23,3.52,0.16,Orchard,2018-7-31 03:00,7/31/18 3:00
220,HRG 194,A4,41888,43312.45852,43312.12519,39.0354369,-123.0904742,659.59,3D-V Fix,3.2,24,3.52,3.6,James I,2018-7-31 04:00,7/31/18 4:00
221,HRG 196 K4,K4,41890,43312.45872,43312.12538,38.9986161,-123.0961919,242.15,3D-V Fix,1.8,21,3.52,3.52,Foster Bio,2018-7-31 04:00,7/31/18 4:00
222,HRG 192 F2,F2,41886,43312.45885,43312.12552,39.0188589,-123.0649064,635.56,3D-V Fix,4,24,3.52,0.16,Orchard,2018-7-31 04:00,7/31/18 4:00
223,HRG 196 K4,K4,41890,43312.5001,43312.16677,38.9985147,-123.0963672,224.26,3D-V Fix,1.6,20,3.52,3.52,Foster Bio,2018-7-31 05:00,7/31/18 5:00
224,HRG 194,A4,41888,43312.5001,43312.16677,39.0355814,-123.0905406,663.6,3D-V Fix,3.2,23,3.52,3.6,James I,2018-7-31 05:00,7/31/18 5:00
225,HRG 192 F2,F2,41886,43312.5009,43312.16757,39.0189,-123.0637703,647.41,3D Fix,7.2,23,3.52,0.16,Orchard,2018-7-31 05:01,7/31/18 5:01
226,HRG 196 K4,K4,41890,43312.54177,43312.20844,38.9985558,-123.0961633,239.27,3D-V Fix,1.8,20,3.52,3.52,Foster Bio,2018-7-31 06:00,7/31/18 6:00
227,HRG 192 F2,F2,41886,43312.54188,43312.20854,39.0180367,-123.0635083,673.58,3D-V Fix,3.6,21,3.6,0.16,Orchard,2018-7-31 06:00,7/31/18 6:00
228,HRG 194,A4,41888,43312.54201,43312.20868,39.0362847,-123.0913031,657.81,3D-V Fix,2,24,3.52,3.6,James I,2018-7-31 06:00,7/31/18 6:00
229,HRG 194,A4,41888,43312.58352,43312.25019,39.0363508,-123.0917722,647.16,3D-V Fix,3.2,23,3.52,3.6,James I,2018-7-31 07:00,7/31/18 7:00
230,HRG 196 K4,K4,41890,43312.58367,43312.25034,38.9985681,-123.0961058,240.78,3D-V Fix,2.4,20,3.52,3.52,Foster Bio,2018-7-31 07:00,7/31/18 7:00
231,HRG 192 F2,F2,41886,43312.58389,43312.25056,39.0181289,-123.06358,662.52,3D-V Fix,3.8,23,3.52,0.16,Orchard,2018-7-31 07:00,7/31/18 7:00
232,HRG 192 F2,F2,41886,43312.62512,43312.29178,39.018175,-123.0634697,683.22,3D-V Fix,2.8,23,3.6,0.16,Orchard,2018-7-31 08:00,7/31/18 8:00
233,HRG 196 K4,K4,41890,43312.62512,43312.29178,38.9983861,-123.0963172,225.98,3D-V Fix,2,21,3.52,3.52,Foster Bio,2018-7-31 08:00,7/31/18 8:00
234,HRG 194,A4,41888,43312.62522,43312.29189,39.0348542,-123.0920969,626.66,3D-V Fix,1.8,24,3.52,3.6,James I,2018-7-31 08:00,7/31/18 8:00
235,HRG 196 K4,K4,41890,43312.66685,43312.33352,38.9994803,-123.0959497,226.96,3D-V Fix,5.2,22,3.52,3.52,Foster Bio,2018-7-31 09:00,7/31/18 9:00
236,HRG 194,A4,41888,43312.66685,43312.33352,39.0361986,-123.0924183,621.98,3D-V Fix,2.2,25,3.52,3.6,James I,2018-7-31 09:00,7/31/18 9:00
237,HRG 192 F2,F2,41886,43312.66749,43312.33416,39.017995,-123.0649714,631.64,3D-V Fix,3.4,25,3.52,0.16,Orchard,2018-7-31 09:01,7/31/18 9:01
238,HRG 194,A4,41888,43312.70834,43312.37501,39.0362814,-123.09267,616.99,3D-V Fix,3,28,3.52,3.6,James I,2018-7-31 10:00,7/31/18 10:00
239,HRG 196 K4,K4,41890,43312.70867,43312.37534,38.9995808,-123.0953925,237,3D-V Fix,5.8,27,3.52,3.6,Foster Bio,2018-7-31 10:00,7/31/18 10:00
240,HRG 192 F2,F2,41886,43312.70918,43312.37584,39.0181336,-123.0687733,620.58,3D Fix,4.2,27,3.52,0.16,Orchard,2018-7-31 10:01,7/31/18 10:01
241,HRG 194,A4,41888,43312.7501,43312.41677,39.0361986,-123.0945411,544.17,3D-V Fix,4.4,32,3.52,3.6,James I,2018-7-31 11:00,7/31/18 11:00
242,HRG 192 F2,F2,41886,43312.75035,43312.41701,39.0186225,-123.0688725,598.06,3D-V Fix,4,32,3.52,0.08,Orchard,2018-7-31 11:00,7/31/18 11:00
243,HRG 196 K4,K4,41890,43312.7506,43312.41727,39.0009189,-123.0953292,226.75,3D-V Fix,4.4,31,3.52,3.6,Foster Bio,2018-7-31 11:00,7/31/18 11:00
244,HRG 192 F2,F2,41886,43312.79186,43312.45853,39.0185703,-123.0687725,584.56,3D-V Fix,2.4,32,3.6,0.08,Orchard,2018-7-31 12:00,7/31/18 12:00
245,HRG 194,A4,41888,43312.79201,43312.45868,39.0357631,-123.0942736,557.76,3D-V Fix,2.2,34,3.52,3.6,James I,2018-7-31 12:00,7/31/18 12:00
246,HRG 196 K4,K4,41890,43312.79225,43312.45891,39.0007881,-123.0974278,195.43,3D-V Fix,1.6,36,3.52,3.6,Foster Bio,2018-7-31 12:00,7/31/18 12:00
247,HRG 194,A4,41888,43312.83344,43312.5001,39.0358083,-123.0941811,565.87,3D-V Fix,2.6,38,3.52,3.6,James I,2018-7-31 13:00,7/31/18 13:00
248,HRG 196 K4,K4,41890,43312.83363,43312.5003,39.0007997,-123.0965058,198.61,3D-V Fix,2.6,38,3.52,3.52,Foster Bio,2018-7-31 13:00,7/31/18 13:00
249,HRG 192 F2,F2,41886,43312.83368,43312.50035,39.0185925,-123.0689725,568.82,3D-V Fix,2.8,37,3.6,0.08,Orchard,2018-7-31 13:00,7/31/18 13:00
250,HRG 194,A4,41888,43312.87509,43312.54176,39.0353181,-123.0940311,561.54,3D-V Fix,2,37,3.6,3.6,James I,2018-7-31 14:00,7/31/18 14:00
251,HRG 196 K4,K4,41890,43312.87512,43312.54178,39.0008467,-123.0965083,195.34,3D-V Fix,2.4,37,3.6,3.6,Foster Bio,2018-7-31 14:00,7/31/18 14:00
252,HRG 192 F2,F2,41886,43312.87517,43312.54184,39.0186228,-123.0687736,567.85,3D-V Fix,2.6,37,3.6,0.08,Orchard,2018-7-31 14:00,7/31/18 14:00
253,HRG 194,A4,41888,43312.91689,43312.58355,39.0353203,-123.0935606,564.43,3D-V Fix,1.6,37,3.52,3.6,James I,2018-7-31 15:00,7/31/18 15:00
254,HRG 196 K4,K4,41890,43312.91701,43312.58368,39.0007611,-123.0965006,205.49,3D-V Fix,2.4,37,3.52,3.6,Foster Bio,2018-7-31 15:00,7/31/18 15:00
255,HRG 192 F2,F2,41886,43312.91735,43312.58402,39.0187967,-123.0688019,545.62,3D-V Fix,4.4,37,3.52,0.08,Orchard,2018-7-31 15:00,7/31/18 15:00
256,HRG 192 F2,F2,41886,43312.95852,43312.62519,39.0187947,-123.0690547,577.63,3D-V Fix,3.2,38,3.6,0.08,Orchard,2018-7-31 16:00,7/31/18 16:00
257,HRG 194,A4,41888,43312.95853,43312.6252,39.0354119,-123.0935117,564.54,3D-V Fix,3.2,38,3.6,3.6,James I,2018-7-31 16:00,7/31/18 16:00
258,HRG 196 K4,K4,41890,43312.9586,43312.62527,39.0008156,-123.0955378,221.86,3D-V Fix,3.8,38,3.52,3.6,Foster Bio,2018-7-31 16:00,7/31/18 16:00
259,HRG 194,A4,41888,43313.0001,43312.66677,39.0370781,-123.092815,628.56,3D-V Fix,3.6,37,3.6,3.6,James I,2018-7-31 17:00,7/31/18 17:00
260,HRG 196 K4,K4,41890,43313.00022,43312.66689,39.0005125,-123.094825,241.13,3D-V Fix,3.6,37,3.6,3.6,Foster Bio,2018-7-31 17:00,7/31/18 17:00
