Station,BCI,Sex,TimePeriod,Area,time.since.fire
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Doe,Pre,Inside,0
C03,3,Doe,Pre,Inside,0
C03,4,Doe,Pre,Inside,0
C03,4,Doe,Pre,Inside,0
D04,1,Doe,Pre,Inside,0
F08,2,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
F08,4,Doe,Pre,Inside,0
F10,3,Buck,Pre,Inside,0
F10,3,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
C09,2,Doe,Pre,Inside,0
C09,4,Doe,Pre,Inside,0
E05,1,Doe,Pre,Inside,0
E05,2,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E09,4,Doe,Pre,Inside,0
E11,3,Buck,Pre,Inside,0
F06,3,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
C03,3,Doe,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E07,3,Doe,Pre,Inside,0
G11,3,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B10,4,Doe,Pre,Inside,0
D04,4,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D06,4,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E09,4,Doe,Pre,Inside,0
F06,3,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
D06,4,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E11,3,Doe,Pre,Inside,0
F06,3,Doe,Pre,Inside,0
F06,4,Doe,Pre,Inside,0
F10,4,Buck,Pre,Inside,0
F10,4,Doe,Pre,Inside,0
G09,1,Buck,Pre,Inside,0
G09,2,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D06,4,Doe,Pre,Inside,0
E11,3,Buck,Pre,Inside,0
E11,4,Buck,Pre,Inside,0
B02,4,Doe,Pre,Inside,0
B10,4,Buck,Pre,Inside,0
E07,4,Doe,Pre,Inside,0
E09,2,Doe,Pre,Inside,0
E11,3,Buck,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D04,4,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D04,4,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
E05,2,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
C03,3,Doe,Pre,Inside,0
C03,4,Doe,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D04,4,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
F08,4,Doe,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D04,2,Doe,Pre,Inside,0
D04,4,Doe,Pre,Inside,0
D04,4,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
G09,2,Buck,Pre,Inside,0
G09,3,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B10,4,Buck,Pre,Inside,0
G09,1,Buck,Pre,Inside,0
G09,2,Buck,Pre,Inside,0
G09,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
G09,2,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D08,3,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
G09,2,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,2,Doe,Pre,Inside,0
D04,4,Buck,Pre,Inside,0
E05,3,Buck,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
G11,2,Buck,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D04,2,Doe,Pre,Inside,0
D08,4,Buck,Pre,Inside,0
E11,1,Doe,Pre,Inside,0
G09,3,Buck,Pre,Inside,0
G09,2,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D06,3,Doe,Pre,Inside,0
G11,2,Buck,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
E05,2,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
F10,3,Buck,Pre,Inside,0
F10,3,Buck,Pre,Inside,0
F10,4,Buck,Pre,Inside,0
F10,3,Doe,Pre,Inside,0
F10,3,Doe,Pre,Inside,0
F10,4,Doe,Pre,Inside,0
G11,2,Buck,Pre,Inside,0
G11,1,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Doe,Pre,Inside,0
D08,4,Buck,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,3,Doe,Pre,Inside,0
B02,3,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
F08,1,Doe,Pre,Inside,0
F08,2,Doe,Pre,Inside,0
B02,2,Buck,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
E09,4,Doe,Pre,Inside,0
G09,3,Doe,Pre,Inside,0
G09,3,Doe,Pre,Inside,0
G09,4,Doe,Pre,Inside,0
G09,4,Doe,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
C09,4,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
F08,4,Doe,Pre,Inside,0
G09,2,Buck,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,2,Doe,Pre,Inside,0
C09,3,Doe,Pre,Inside,0
C09,3,Doe,Pre,Inside,0
G09,2,Buck,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D04,3,Doe,Pre,Inside,0
D06,4,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
E11,2,Doe,Pre,Inside,0
B02,3,Buck,Pre,Inside,0
B02,2,Doe,Pre,Inside,0
D04,1,Doe,Pre,Inside,0
D06,5,Buck,Pre,Inside,0
E05,4,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
E09,3,Doe,Pre,Inside,0
E11,3,Buck,Pre,Inside,0
F08,1,Doe,Pre,Inside,0
F08,2,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
F08,4,Doe,Pre,Inside,0
F10,4,Buck,Pre,Inside,0
F10,4,Doe,Pre,Inside,0
G09,3,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
B02,4,Buck,Pre,Inside,0
D04,2,Doe,Pre,Inside,0
E09,2,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
D04,1,Doe,Pre,Inside,0
E05,2,Doe,Pre,Inside,0
E05,3,Doe,Pre,Inside,0
F08,2,Doe,Pre,Inside,0
F08,3,Doe,Pre,Inside,0
E05,1,Doe,Post,Inside,1
E05,2,Doe,Post,Inside,1
E05,2,Doe,Post,Inside,1
E05,3,Doe,Post,Inside,1
F08,2,Doe,Post,Inside,1
F08,3,Doe,Post,Inside,1
F08,3,Doe,Post,Inside,1
G11,2,Doe,Post,Inside,1
E05,3,Doe,Post,Inside,3
D08,1,Buck,Post,Inside,4
E05,2,Doe,Post,Inside,4
E11,2,Buck,Post,Inside,4
C03,3,Doe,Post,Inside,5
F08,2,Doe,Post,Inside,5
F08,4,Doe,Post,Inside,5
C03,2,Doe,Post,Inside,6
C03,3,Doe,Post,Inside,6
C03,4,Doe,Post,Inside,7
D08,3,Buck,Post,Inside,7
F08,2,Doe,Post,Inside,7
F08,3,Doe,Post,Inside,7
B02,2,Doe,Post,Inside,8
E09,0,Doe,Post,Inside,8
E09,1,Doe,Post,Inside,8
F08,2,Doe,Post,Inside,8
F08,2,Doe,Post,Inside,8
F08,2,Doe,Post,Inside,8
F08,3,Doe,Post,Inside,8
F08,4,Doe,Post,Inside,8
C03,4,Doe,Post,Inside,9
D08,4,Buck,Post,Inside,9
E05,3,Doe,Post,Inside,9
B02,2,Doe,Post,Inside,10
B02,2,Doe,Post,Inside,10
E09,1,Doe,Post,Inside,10
B02,4,Buck,Post,Inside,11
B02,2,Doe,Post,Inside,11
E05,2,Doe,Post,Inside,11
E05,2,Doe,Post,Inside,11
E05,3,Doe,Post,Inside,11
E05,3,Doe,Post,Inside,12
D08,2,Doe,Post,Inside,13
E05,3,Doe,Post,Inside,13
E05,4,Doe,Post,Inside,13
E05,4,Doe,Post,Inside,13
B02,3,Doe,Post,Inside,14
C09,3,Buck,Post,Inside,14
E05,3,Doe,Post,Inside,14
E09,2,Doe,Post,Inside,14
E09,2,Doe,Post,Inside,14
E09,3,Doe,Post,Inside,14
C03,3,Doe,Post,Inside,15
D04,3,Doe,Post,Inside,15
D04,4,Doe,Post,Inside,15
E05,3,Doe,Post,Inside,15
E09,0,Doe,Post,Inside,15
E09,1,Doe,Post,Inside,15
G09,3,Doe,Post,Inside,15
E05,2,Doe,Post,Inside,16
C03,3,Doe,Post,Inside,17
E09,1,Doe,Post,Inside,17
E09,2,Doe,Post,Inside,17
E09,2,Doe,Post,Inside,17
E09,3,Doe,Post,Inside,17
F08,2,Doe,Post,Inside,17
F10,3,Buck,Post,Inside,17
F10,4,Buck,Post,Inside,17
F10,3,Doe,Post,Inside,17
F10,4,Doe,Post,Inside,17
D08,2,Buck,Post,Inside,18
D08,3,Doe,Post,Inside,18
E05,3,Doe,Post,Inside,18
E05,3,Doe,Post,Inside,18
E05,4,Doe,Post,Inside,18
E09,0,Doe,Post,Inside,18
E09,2,Doe,Post,Inside,18
F08,3,Doe,Post,Inside,18
F10,3,Buck,Post,Inside,18
F10,3,Doe,Post,Inside,18
G09,4,Buck,Post,Inside,18
C03,2,Doe,Post,Inside,19
F10,3,Buck,Post,Inside,19
F10,3,Doe,Post,Inside,19
B02,4,Buck,Post,Inside,20
B02,3,Doe,Post,Inside,20
E07,5,Buck,Post,Inside,20
E11,2,Doe,Post,Inside,20
G09,3,Doe,Post,Inside,20
E05,1,Doe,Post,Inside,21
E05,3,Doe,Post,Inside,21
E09,2,Doe,Post,Inside,21
G09,4,Buck,Post,Inside,21
B02,3,Buck,Post,Inside,22
B02,4,Buck,Post,Inside,22
E05,2,Doe,Post,Inside,22
E07,3,Doe,Post,Inside,22
E09,1,Doe,Post,Inside,22
E09,1,Doe,Post,Inside,22
F08,4,Doe,Post,Inside,22
G09,3,Doe,Post,Inside,22
B02,3,Buck,Post,Inside,23
B02,1,Doe,Post,Inside,23
B02,1,Doe,Post,Inside,23
B02,2,Doe,Post,Inside,23
B02,3,Doe,Post,Inside,23
D08,1,Doe,Post,Inside,23
E09,1,Doe,Post,Inside,23
E09,1,Doe,Post,Inside,23
D08,1,Doe,Post,Inside,24
E09,3,Doe,Post,Inside,24
E09,3,Doe,Post,Inside,24
E11,0,Doe,Post,Inside,24
F08,3,Doe,Post,Inside,24
B02,2,Doe,Post,Inside,25
B02,3,Doe,Post,Inside,25
C03,1,Doe,Post,Inside,25
C03,3,Doe,Post,Inside,25
F08,2,Doe,Post,Inside,25
F08,2,Doe,Post,Inside,25
F08,3,Doe,Post,Inside,25
B02,1,Doe,Post,Inside,26
E05,1,Doe,Post,Inside,26
E05,2,Doe,Post,Inside,26
E05,2,Doe,Post,Inside,26
E05,3,Doe,Post,Inside,26
F10,2,Buck,Post,Inside,26
F10,2,Buck,Post,Inside,26
F10,2,Doe,Post,Inside,26
F10,2,Doe,Post,Inside,26
G09,5,Buck,Post,Inside,26
G09,5,Buck,Post,Inside,26
G09,4,Doe,Post,Inside,26
E05,4,Buck,Post,Inside,27
F06,3,Doe,Post,Inside,27
F08,2,Doe,Post,Inside,27
F08,2,Doe,Post,Inside,27
F08,2,Doe,Post,Inside,27
F08,3,Doe,Post,Inside,27
F08,3,Doe,Post,Inside,27
G11,1,Doe,Post,Inside,27
B02,1,Doe,Post,Inside,28
B02,2,Doe,Post,Inside,28
F08,2,Doe,Post,Inside,28
F08,3,Doe,Post,Inside,28
E05,3,Doe,Post,Inside,29
E09,1,Doe,Post,Inside,29
F08,2,Doe,Post,Inside,29
F10,3,Buck,Post,Inside,29
F10,3,Doe,Post,Inside,29
B02,2,Buck,Post,Inside,30
B02,3,Buck,Post,Inside,30
E05,3,Doe,Post,Inside,30
E05,3,Doe,Post,Inside,30
B02,1,Doe,Post,Inside,31
B02,1,Doe,Post,Inside,31
B02,2,Doe,Post,Inside,31
C03,3,Doe,Post,Inside,31
C09,2,Doe,Post,Inside,31
C09,3,Doe,Post,Inside,31
C09,4,Doe,Post,Inside,31
E05,5,Buck,Post,Inside,31
E05,3,Doe,Post,Inside,31
E05,4,Doe,Post,Inside,31
E09,1,Doe,Post,Inside,31
B02,2,Buck,Post,Inside,32
B02,3,Buck,Post,Inside,32
E05,2,Doe,Post,Inside,32
E05,2,Doe,Post,Inside,32
F08,3,Doe,Post,Inside,32
G11,1,Doe,Post,Inside,32
B02,1,Buck,Post,Inside,33
B02,3,Buck,Post,Inside,33
C03,3,Doe,Post,Inside,33
E05,3,Doe,Post,Inside,33
E05,3,Doe,Post,Inside,33
E05,4,Doe,Post,Inside,33
E05,4,Doe,Post,Inside,33
F08,3,Doe,Post,Inside,33
F08,3,Doe,Post,Inside,33
G11,1,Doe,Post,Inside,33
B02,1,Doe,Post,Inside,34
C03,3,Doe,Post,Inside,34
C09,4,Buck,Post,Inside,34
F10,3,Buck,Post,Inside,34
F10,3,Doe,Post,Inside,34
G11,4,Buck,Post,Inside,34
C03,3,Doe,Post,Inside,35
E05,5,Buck,Post,Inside,35
E05,4,Doe,Post,Inside,35
E05,4,Doe,Post,Inside,35
E07,3,Doe,Post,Inside,35
E09,1,Doe,Post,Inside,35
E09,3,Doe,Post,Inside,35
E09,3,Doe,Post,Inside,35
G09,4,Doe,Post,Inside,35
E11,3,Doe,Post,Inside,36
F08,1,Doe,Post,Inside,36
B02,1,Doe,Post,Inside,37
C09,3,Doe,Post,Inside,37
E05,2,Doe,Post,Inside,37
E05,2,Doe,Post,Inside,37
E05,3,Doe,Post,Inside,37
E05,3,Doe,Post,Inside,37
E05,3,Doe,Post,Inside,37
E05,3,Doe,Post,Inside,37
E05,4,Doe,Post,Inside,37
C03,4,Doe,Post,Inside,38
D06,3,Doe,Post,Inside,38
E05,2,Doe,Post,Inside,38
E05,3,Doe,Post,Inside,38
E05,3,Doe,Post,Inside,38
E05,3,Doe,Post,Inside,38
E05,4,Doe,Post,Inside,38
E11,5,Buck,Post,Inside,38
F08,3,Doe,Post,Inside,38
F10,3,Buck,Post,Inside,38
F10,3,Doe,Post,Inside,38
E05,4,Doe,Post,Inside,39
E07,3,Doe,Post,Inside,39
E11,4,Buck,Post,Inside,39
E11,2,Doe,Post,Inside,39
G09,3,Doe,Post,Inside,39
B02,1,Doe,Post,Inside,40
E05,2,Doe,Post,Inside,40
E05,3,Doe,Post,Inside,40
E05,4,Doe,Post,Inside,40
E09,1,Doe,Post,Inside,40
G11,2,Doe,Post,Inside,40
C03,3,Doe,Post,Inside,41
C03,3,Doe,Post,Inside,41
E05,3,Doe,Post,Inside,41
E09,1,Doe,Post,Inside,41
F10,3,Buck,Post,Inside,41
F10,3,Doe,Post,Inside,41
C03,3,Doe,Post,Inside,42
E09,3,Doe,Post,Inside,42
B02,1,Doe,Post,Inside,43
E05,5,Buck,Post,Inside,43
E09,0,Doe,Post,Inside,43
C09,3,Doe,Post,Inside,44
F06,3,Doe,Post,Inside,44
C03,3,Doe,Post,Inside,45
C03,4,Doe,Post,Inside,45
C09,3,Doe,Post,Inside,45
C03,3,Doe,Post,Inside,46
E05,5,Buck,Post,Inside,46
E05,3,Doe,Post,Inside,46
E09,0,Doe,Post,Inside,46
G11,4,Buck,Post,Inside,46
C03,3,Doe,Post,Inside,47
G09,2,Doe,Post,Inside,47
B02,3,Buck,Post,Inside,49
E05,3,Doe,Post,Inside,49
E05,3,Doe,Post,Inside,49
E05,4,Doe,Post,Inside,49
C03,3,Doe,Post,Inside,50
C03,3,Doe,Post,Inside,50
E05,2,Doe,Post,Inside,50
E09,1,Doe,Post,Inside,50
B02,2,Doe,Post,Inside,51
C03,3,Doe,Post,Inside,51
C03,4,Doe,Post,Inside,51
C03,4,Doe,Post,Inside,51
E05,2,Doe,Post,Inside,51
G09,2,Doe,Post,Inside,51
B02,2,Buck,Post,Inside,52
E05,3,Buck,Post,Inside,52
E05,3,Doe,Post,Inside,52
E05,3,Doe,Post,Inside,52
E05,4,Doe,Post,Inside,52
E05,4,Doe,Post,Inside,52
F08,3,Doe,Post,Inside,52
E05,4,Doe,Post,Inside,53
E05,3,Buck,Post,Inside,54
E05,3,Doe,Post,Inside,54
C03,4,Buck,Post,Inside,55
C03,2,Doe,Post,Inside,55
E05,4,Doe,Post,Inside,55
E05,4,Doe,Post,Inside,55
E05,4,Doe,Post,Inside,55
F08,3,Doe,Post,Inside,55
E05,5,Buck,Post,Inside,56
E05,3,Doe,Post,Inside,56
E05,4,Doe,Post,Inside,56
E05,4,Doe,Post,Inside,56
E05,4,Doe,Post,Inside,56
F08,2,Doe,Post,Inside,56
D06,2,Doe,Post,Inside,57
E05,3,Buck,Post,Inside,57
E05,2,Doe,Post,Inside,57
E05,3,Doe,Post,Inside,57
F08,2,Doe,Post,Inside,57
F08,3,Doe,Post,Inside,57
B02,2,Doe,Post,Inside,58
C03,4,Buck,Post,Inside,58
C03,2,Doe,Post,Inside,58
D06,4,Doe,Post,Inside,58
E05,2,Doe,Post,Inside,58
G09,4,Buck,Post,Inside,58
D06,3,Doe,Post,Inside,59
E05,3,Doe,Post,Inside,59
E09,2,Doe,Post,Inside,59
F08,3,Doe,Post,Inside,59
F10,4,Buck,Post,Inside,59
F10,4,Doe,Post,Inside,59
G11,3,Doe,Post,Inside,59
B02,2,Doe,Post,Inside,60
F08,1,Doe,Post,Inside,60
C03,4,Buck,Post,Inside,61
C09,2,Doe,Post,Inside,61
C09,4,Doe,Post,Inside,61
F08,4,Buck,Post,Inside,61
F08,1,Doe,Post,Inside,61
F08,2,Doe,Post,Inside,61
F08,2,Doe,Post,Inside,61
F08,3,Doe,Post,Inside,61